start_time,away_team,away_team_score,home_team,home_team_score
1999-11-07 05:00:00+00:00,SAN ANTONIO SPURS,74,PHOENIX SUNS,77
1999-11-07 05:00:00+00:00,CHARLOTTE HORNETS,99,TORONTO RAPTORS,109
1999-11-08 05:00:00+00:00,ATLANTA HAWKS,100,DENVER NUGGETS,115
1999-11-08 05:00:00+00:00,ORLANDO MAGIC,102,HOUSTON ROCKETS,97
1999-11-08 05:00:00+00:00,UTAH JAZZ,94,LOS ANGELES CLIPPERS,79
1999-11-08 05:00:00+00:00,MILWAUKEE BUCKS,101,NEW YORK KNICKS,111
1999-11-08 05:00:00+00:00,SEATTLE SUPERSONICS,98,PHILADELPHIA 76ERS,117
1999-11-09 05:00:00+00:00,PHOENIX SUNS,103,CHICAGO BULLS,80
1999-11-09 05:00:00+00:00,LOS ANGELES LAKERS,123,DALLAS MAVERICKS,101
1999-11-09 05:00:00+00:00,SAN ANTONIO SPURS,118,GOLDEN STATE WARRIORS,89
1999-11-09 05:00:00+00:00,INDIANA PACERS,101,MIAMI HEAT,113
1999-11-09 05:00:00+00:00,PORTLAND TRAIL BLAZERS,87,UTAH JAZZ,92
1999-11-10 05:00:00+00:00,DETROIT PISTONS,110,BOSTON CELTICS,92
1999-11-10 05:00:00+00:00,MILWAUKEE BUCKS,111,CHARLOTTE HORNETS,117
1999-11-10 05:00:00+00:00,LOS ANGELES LAKERS,89,HOUSTON ROCKETS,88
1999-11-10 05:00:00+00:00,SAN ANTONIO SPURS,99,LOS ANGELES CLIPPERS,94
1999-11-10 05:00:00+00:00,PHOENIX SUNS,104,NEW JERSEY NETS,89
1999-11-10 05:00:00+00:00,PHILADELPHIA 76ERS,105,ORLANDO MAGIC,110
1999-11-10 05:00:00+00:00,ATLANTA HAWKS,97,VANCOUVER GRIZZLIES,102
1999-11-10 05:00:00+00:00,SEATTLE SUPERSONICS,109,WASHINGTON WIZARDS,95
1999-11-11 05:00:00+00:00,SEATTLE SUPERSONICS,109,CLEVELAND CAVALIERS,103
1999-11-11 05:00:00+00:00,TORONTO RAPTORS,123,DETROIT PISTONS,106
1999-11-11 05:00:00+00:00,ORLANDO MAGIC,101,INDIANA PACERS,116
1999-11-11 05:00:00+00:00,DALLAS MAVERICKS,105,MIAMI HEAT,128
1999-11-11 05:00:00+00:00,NEW YORK KNICKS,90,MINNESOTA TIMBERWOLVES,93
1999-11-12 05:00:00+00:00,NEW YORK KNICKS,74,BOSTON CELTICS,80
1999-11-12 05:00:00+00:00,NEW JERSEY NETS,92,CHARLOTTE HORNETS,96
1999-11-12 05:00:00+00:00,PORTLAND TRAIL BLAZERS,93,DENVER NUGGETS,78
1999-11-12 05:00:00+00:00,HOUSTON ROCKETS,97,LOS ANGELES LAKERS,81
1999-11-12 05:00:00+00:00,PHOENIX SUNS,92,MILWAUKEE BUCKS,107
1999-11-12 05:00:00+00:00,CHICAGO BULLS,86,PHILADELPHIA 76ERS,92
1999-11-12 05:00:00+00:00,UTAH JAZZ,92,SACRAMENTO KINGS,105
1999-11-12 05:00:00+00:00,GOLDEN STATE WARRIORS,103,VANCOUVER GRIZZLIES,93
1999-11-12 05:00:00+00:00,MIAMI HEAT,104,WASHINGTON WIZARDS,95
1999-11-13 05:00:00+00:00,BOSTON CELTICS,91,CHICAGO BULLS,92
1999-11-13 05:00:00+00:00,MILWAUKEE BUCKS,112,CLEVELAND CAVALIERS,117
1999-11-13 05:00:00+00:00,ORLANDO MAGIC,117,DALLAS MAVERICKS,125
1999-11-13 05:00:00+00:00,SEATTLE SUPERSONICS,99,DETROIT PISTONS,107
1999-11-13 05:00:00+00:00,HOUSTON ROCKETS,103,GOLDEN STATE WARRIORS,95
1999-11-13 05:00:00+00:00,WASHINGTON WIZARDS,83,INDIANA PACERS,105
1999-11-13 05:00:00+00:00,PHOENIX SUNS,100,MINNESOTA TIMBERWOLVES,111
1999-11-13 05:00:00+00:00,ATLANTA HAWKS,95,PORTLAND TRAIL BLAZERS,131
1999-11-13 05:00:00+00:00,CHARLOTTE HORNETS,79,SAN ANTONIO SPURS,95
1999-11-14 05:00:00+00:00,ATLANTA HAWKS,88,LOS ANGELES LAKERS,93
1999-11-14 05:00:00+00:00,MIAMI HEAT,94,NEW YORK KNICKS,88
1999-11-14 05:00:00+00:00,DENVER NUGGETS,116,SACRAMENTO KINGS,126
1999-11-14 05:00:00+00:00,PHILADELPHIA 76ERS,93,TORONTO RAPTORS,90
1999-11-14 05:00:00+00:00,LOS ANGELES CLIPPERS,89,VANCOUVER GRIZZLIES,109
1999-11-15 05:00:00+00:00,INDIANA PACERS,96,HOUSTON ROCKETS,87
1999-11-15 05:00:00+00:00,SEATTLE SUPERSONICS,100,NEW JERSEY NETS,92
1999-11-15 05:00:00+00:00,LOS ANGELES LAKERS,91,PHOENIX SUNS,82
1999-11-15 05:00:00+00:00,SAN ANTONIO SPURS,85,UTAH JAZZ,91
1999-11-16 05:00:00+00:00,CHARLOTTE HORNETS,98,ATLANTA HAWKS,103
1999-11-16 05:00:00+00:00,HOUSTON ROCKETS,95,DALLAS MAVERICKS,114
1999-11-16 05:00:00+00:00,NEW YORK KNICKS,102,DENVER NUGGETS,95
1999-11-16 05:00:00+00:00,CHICAGO BULLS,79,GOLDEN STATE WARRIORS,99
1999-11-16 05:00:00+00:00,PORTLAND TRAIL BLAZERS,101,MIAMI HEAT,96
1999-11-16 05:00:00+00:00,LOS ANGELES CLIPPERS,93,MILWAUKEE BUCKS,101
1999-11-16 05:00:00+00:00,VANCOUVER GRIZZLIES,77,SACRAMENTO KINGS,81
1999-11-16 05:00:00+00:00,INDIANA PACERS,87,SAN ANTONIO SPURS,90
1999-11-16 05:00:00+00:00,DETROIT PISTONS,85,TORONTO RAPTORS,89
1999-11-16 05:00:00+00:00,PHILADELPHIA 76ERS,95,WASHINGTON WIZARDS,73
1999-11-17 05:00:00+00:00,CLEVELAND CAVALIERS,103,BOSTON CELTICS,114
1999-11-17 05:00:00+00:00,DALLAS MAVERICKS,99,CHARLOTTE HORNETS,104
1999-11-17 05:00:00+00:00,NEW JERSEY NETS,107,DETROIT PISTONS,109
1999-11-17 05:00:00+00:00,LOS ANGELES CLIPPERS,89,MINNESOTA TIMBERWOLVES,85
1999-11-17 05:00:00+00:00,PORTLAND TRAIL BLAZERS,81,ORLANDO MAGIC,79
1999-11-17 05:00:00+00:00,MIAMI HEAT,98,PHILADELPHIA 76ERS,93
1999-11-17 05:00:00+00:00,CHICAGO BULLS,81,PHOENIX SUNS,105
1999-11-17 05:00:00+00:00,GOLDEN STATE WARRIORS,108,SEATTLE SUPERSONICS,111
1999-11-17 05:00:00+00:00,NEW YORK KNICKS,90,UTAH JAZZ,98
1999-11-18 05:00:00+00:00,LOS ANGELES LAKERS,82,DENVER NUGGETS,93
1999-11-18 05:00:00+00:00,SACRAMENTO KINGS,128,HOUSTON ROCKETS,110
1999-11-18 05:00:00+00:00,SAN ANTONIO SPURS,88,MILWAUKEE BUCKS,99
1999-11-18 05:00:00+00:00,SEATTLE SUPERSONICS,110,VANCOUVER GRIZZLIES,108
1999-11-18 05:00:00+00:00,TORONTO RAPTORS,81,WASHINGTON WIZARDS,92
1999-11-19 05:00:00+00:00,NEW JERSEY NETS,96,BOSTON CELTICS,109
1999-11-19 05:00:00+00:00,SACRAMENTO KINGS,103,DALLAS MAVERICKS,94
1999-11-19 05:00:00+00:00,CLEVELAND CAVALIERS,90,DETROIT PISTONS,101
1999-11-19 05:00:00+00:00,ATLANTA HAWKS,105,INDIANA PACERS,99
1999-11-19 05:00:00+00:00,CHICAGO BULLS,95,LOS ANGELES LAKERS,103
1999-11-19 05:00:00+00:00,UTAH JAZZ,84,MINNESOTA TIMBERWOLVES,89
1999-11-19 05:00:00+00:00,CHARLOTTE HORNETS,103,ORLANDO MAGIC,92
1999-11-19 05:00:00+00:00,PORTLAND TRAIL BLAZERS,97,PHILADELPHIA 76ERS,91
1999-11-19 05:00:00+00:00,NEW YORK KNICKS,81,PHOENIX SUNS,96
1999-11-19 05:00:00+00:00,LOS ANGELES CLIPPERS,100,TORONTO RAPTORS,106
1999-11-20 05:00:00+00:00,ORLANDO MAGIC,107,ATLANTA HAWKS,103
1999-11-20 05:00:00+00:00,PORTLAND TRAIL BLAZERS,100,CHARLOTTE HORNETS,96
1999-11-20 05:00:00+00:00,INDIANA PACERS,107,CLEVELAND CAVALIERS,98
1999-11-20 05:00:00+00:00,CHICAGO BULLS,86,DENVER NUGGETS,95
1999-11-20 05:00:00+00:00,NEW YORK KNICKS,86,GOLDEN STATE WARRIORS,79
1999-11-20 05:00:00+00:00,BOSTON CELTICS,92,MIAMI HEAT,110
1999-11-20 05:00:00+00:00,UTAH JAZZ,111,MILWAUKEE BUCKS,100
1999-11-20 05:00:00+00:00,PHILADELPHIA 76ERS,100,NEW JERSEY NETS,96
1999-11-20 05:00:00+00:00,DALLAS MAVERICKS,90,SAN ANTONIO SPURS,106
1999-11-20 05:00:00+00:00,HOUSTON ROCKETS,107,SEATTLE SUPERSONICS,110
1999-11-20 05:00:00+00:00,LOS ANGELES CLIPPERS,98,WASHINGTON WIZARDS,89
1999-11-21 05:00:00+00:00,MILWAUKEE BUCKS,94,DETROIT PISTONS,113
1999-11-21 05:00:00+00:00,TORONTO RAPTORS,111,LOS ANGELES LAKERS,102
1999-11-21 05:00:00+00:00,SEATTLE SUPERSONICS,86,PHOENIX SUNS,99
1999-11-21 05:00:00+00:00,HOUSTON ROCKETS,105,SACRAMENTO KINGS,110
1999-11-21 05:00:00+00:00,MINNESOTA TIMBERWOLVES,105,VANCOUVER GRIZZLIES,81
1999-11-22 05:00:00+00:00,INDIANA PACERS,85,BOSTON CELTICS,95
1999-11-22 05:00:00+00:00,SAN ANTONIO SPURS,94,PHILADELPHIA 76ERS,91
1999-11-22 05:00:00+00:00,MINNESOTA TIMBERWOLVES,93,UTAH JAZZ,108
1999-11-23 05:00:00+00:00,MIAMI HEAT,106,ATLANTA HAWKS,113
1999-11-23 05:00:00+00:00,PORTLAND TRAIL BLAZERS,100,CLEVELAND CAVALIERS,103
1999-11-23 05:00:00+00:00,DALLAS MAVERICKS,99,HOUSTON ROCKETS,119
1999-11-23 05:00:00+00:00,NEW YORK KNICKS,95,LOS ANGELES CLIPPERS,100
1999-11-23 05:00:00+00:00,TORONTO RAPTORS,93,PHOENIX SUNS,94
1999-11-23 05:00:00+00:00,NEW JERSEY NETS,92,SACRAMENTO KINGS,105
1999-11-23 05:00:00+00:00,VANCOUVER GRIZZLIES,87,WASHINGTON WIZARDS,89
1999-11-24 05:00:00+00:00,SAN ANTONIO SPURS,121,BOSTON CELTICS,98
1999-11-24 05:00:00+00:00,VANCOUVER GRIZZLIES,73,CHARLOTTE HORNETS,89
1999-11-24 05:00:00+00:00,TORONTO RAPTORS,84,DENVER NUGGETS,109
1999-11-24 05:00:00+00:00,NEW JERSEY NETS,92,GOLDEN STATE WARRIORS,84
1999-11-24 05:00:00+00:00,UTAH JAZZ,82,LOS ANGELES LAKERS,90
1999-11-24 05:00:00+00:00,ATLANTA HAWKS,91,MIAMI HEAT,93
1999-11-24 05:00:00+00:00,CHICAGO BULLS,95,MILWAUKEE BUCKS,102
1999-11-24 05:00:00+00:00,PORTLAND TRAIL BLAZERS,88,MINNESOTA TIMBERWOLVES,81
1999-11-24 05:00:00+00:00,DALLAS MAVERICKS,100,ORLANDO MAGIC,112
1999-11-24 05:00:00+00:00,WASHINGTON WIZARDS,101,PHILADELPHIA 76ERS,93
1999-11-25 05:00:00+00:00,DETROIT PISTONS,107,INDIANA PACERS,99
1999-11-26 05:00:00+00:00,MILWAUKEE BUCKS,114,BOSTON CELTICS,112
1999-11-26 05:00:00+00:00,WASHINGTON WIZARDS,85,CHARLOTTE HORNETS,118
1999-11-26 05:00:00+00:00,MINNESOTA TIMBERWOLVES,105,DENVER NUGGETS,114
1999-11-26 05:00:00+00:00,ATLANTA HAWKS,91,DETROIT PISTONS,93
1999-11-26 05:00:00+00:00,VANCOUVER GRIZZLIES,86,INDIANA PACERS,105
1999-11-26 05:00:00+00:00,NEW JERSEY NETS,80,LOS ANGELES LAKERS,103
1999-11-26 05:00:00+00:00,CLEVELAND CAVALIERS,83,PHILADELPHIA 76ERS,106
1999-11-26 05:00:00+00:00,HOUSTON ROCKETS,88,PORTLAND TRAIL BLAZERS,91
1999-11-26 05:00:00+00:00,GOLDEN STATE WARRIORS,95,SACRAMENTO KINGS,124
1999-11-26 05:00:00+00:00,CHICAGO BULLS,78,SAN ANTONIO SPURS,101
1999-11-26 05:00:00+00:00,LOS ANGELES CLIPPERS,93,SEATTLE SUPERSONICS,98
1999-11-26 05:00:00+00:00,TORONTO RAPTORS,100,UTAH JAZZ,87
1999-11-27 05:00:00+00:00,BOSTON CELTICS,84,ATLANTA HAWKS,94
1999-11-27 05:00:00+00:00,CHARLOTTE HORNETS,89,CLEVELAND CAVALIERS,106
1999-11-27 05:00:00+00:00,CHICAGO BULLS,83,DALLAS MAVERICKS,95
1999-11-27 05:00:00+00:00,TORONTO RAPTORS,106,GOLDEN STATE WARRIORS,88
1999-11-27 05:00:00+00:00,PORTLAND TRAIL BLAZERS,88,LOS ANGELES CLIPPERS,71
1999-11-27 05:00:00+00:00,WASHINGTON WIZARDS,86,MIAMI HEAT,89
1999-11-27 05:00:00+00:00,PHILADELPHIA 76ERS,82,MILWAUKEE BUCKS,79
1999-11-27 05:00:00+00:00,VANCOUVER GRIZZLIES,82,MINNESOTA TIMBERWOLVES,113
1999-11-27 05:00:00+00:00,ORLANDO MAGIC,96,NEW YORK KNICKS,99
1999-11-27 05:00:00+00:00,NEW JERSEY NETS,90,PHOENIX SUNS,129
1999-11-27 05:00:00+00:00,DENVER NUGGETS,87,SAN ANTONIO SPURS,106
1999-11-28 05:00:00+00:00,ORLANDO MAGIC,108,DETROIT PISTONS,99
1999-11-28 05:00:00+00:00,INDIANA PACERS,91,SEATTLE SUPERSONICS,102
1999-11-29 05:00:00+00:00,SACRAMENTO KINGS,88,MIAMI HEAT,98
1999-11-29 05:00:00+00:00,DALLAS MAVERICKS,82,NEW YORK KNICKS,107
1999-11-29 05:00:00+00:00,INDIANA PACERS,93,PORTLAND TRAIL BLAZERS,91
1999-11-29 05:00:00+00:00,GOLDEN STATE WARRIORS,99,UTAH JAZZ,115
1999-11-29 05:00:00+00:00,HOUSTON ROCKETS,118,VANCOUVER GRIZZLIES,110
1999-11-30 05:00:00+00:00,DALLAS MAVERICKS,99,CLEVELAND CAVALIERS,106
1999-11-30 05:00:00+00:00,PHOENIX SUNS,94,LOS ANGELES CLIPPERS,80
1999-11-30 05:00:00+00:00,DENVER NUGGETS,92,MINNESOTA TIMBERWOLVES,109
1999-11-30 05:00:00+00:00,WASHINGTON WIZARDS,85,NEW JERSEY NETS,78
1999-11-30 05:00:00+00:00,SACRAMENTO KINGS,111,ORLANDO MAGIC,102
1999-11-30 05:00:00+00:00,NEW YORK KNICKS,70,PHILADELPHIA 76ERS,74
1999-11-30 05:00:00+00:00,DETROIT PISTONS,87,SAN ANTONIO SPURS,106
1999-11-30 05:00:00+00:00,LOS ANGELES LAKERS,101,SEATTLE SUPERSONICS,77
1999-11-30 05:00:00+00:00,ATLANTA HAWKS,107,TORONTO RAPTORS,89
1999-12-01 05:00:00+00:00,DETROIT PISTONS,96,DENVER NUGGETS,100
1999-12-01 05:00:00+00:00,GOLDEN STATE WARRIORS,75,LOS ANGELES LAKERS,93
1999-12-01 05:00:00+00:00,PHILADELPHIA 76ERS,83,MIAMI HEAT,90
1999-12-01 05:00:00+00:00,HOUSTON ROCKETS,122,PHOENIX SUNS,128
1999-12-01 05:00:00+00:00,CHARLOTTE HORNETS,90,PORTLAND TRAIL BLAZERS,94
1999-12-01 05:00:00+00:00,INDIANA PACERS,96,VANCOUVER GRIZZLIES,89
1999-12-01 05:00:00+00:00,CLEVELAND CAVALIERS,111,WASHINGTON WIZARDS,108
1999-12-02 05:00:00+00:00,SACRAMENTO KINGS,100,ATLANTA HAWKS,110
1999-12-02 05:00:00+00:00,DALLAS MAVERICKS,101,CHICAGO BULLS,95
1999-12-02 05:00:00+00:00,SEATTLE SUPERSONICS,117,GOLDEN STATE WARRIORS,108
1999-12-02 05:00:00+00:00,HOUSTON ROCKETS,109,LOS ANGELES CLIPPERS,96
1999-12-02 05:00:00+00:00,NEW YORK KNICKS,84,MILWAUKEE BUCKS,80
1999-12-02 05:00:00+00:00,ORLANDO MAGIC,103,MINNESOTA TIMBERWOLVES,93
1999-12-02 05:00:00+00:00,SAN ANTONIO SPURS,96,NEW JERSEY NETS,94
1999-12-03 05:00:00+00:00,MIAMI HEAT,84,BOSTON CELTICS,96
1999-12-03 05:00:00+00:00,PHILADELPHIA 76ERS,102,CLEVELAND CAVALIERS,100
1999-12-03 05:00:00+00:00,ORLANDO MAGIC,112,DENVER NUGGETS,100
1999-12-03 05:00:00+00:00,SAN ANTONIO SPURS,80,DETROIT PISTONS,102
1999-12-03 05:00:00+00:00,PORTLAND TRAIL BLAZERS,80,LOS ANGELES LAKERS,93
1999-12-03 05:00:00+00:00,WASHINGTON WIZARDS,93,TORONTO RAPTORS,95
1999-12-03 05:00:00+00:00,INDIANA PACERS,100,UTAH JAZZ,75
1999-12-03 05:00:00+00:00,CHARLOTTE HORNETS,113,VANCOUVER GRIZZLIES,94
1999-12-04 05:00:00+00:00,DETROIT PISTONS,110,ATLANTA HAWKS,112
1999-12-04 05:00:00+00:00,MILWAUKEE BUCKS,92,CHICAGO BULLS,91
1999-12-04 05:00:00+00:00,UTAH JAZZ,94,GOLDEN STATE WARRIORS,82
1999-12-04 05:00:00+00:00,PHOENIX SUNS,95,HOUSTON ROCKETS,105
1999-12-04 05:00:00+00:00,SEATTLE SUPERSONICS,102,LOS ANGELES CLIPPERS,89
1999-12-04 05:00:00+00:00,DALLAS MAVERICKS,103,MINNESOTA TIMBERWOLVES,84
1999-12-04 05:00:00+00:00,NEW YORK KNICKS,92,NEW JERSEY NETS,82
1999-12-04 05:00:00+00:00,BOSTON CELTICS,74,PHILADELPHIA 76ERS,77
1999-12-04 05:00:00+00:00,SACRAMENTO KINGS,114,WASHINGTON WIZARDS,104
1999-12-05 05:00:00+00:00,ORLANDO MAGIC,100,LOS ANGELES LAKERS,117
1999-12-05 05:00:00+00:00,DALLAS MAVERICKS,97,MILWAUKEE BUCKS,103
1999-12-05 05:00:00+00:00,DENVER NUGGETS,80,NEW YORK KNICKS,78
1999-12-05 05:00:00+00:00,PORTLAND TRAIL BLAZERS,92,PHOENIX SUNS,90
1999-12-05 05:00:00+00:00,CHARLOTTE HORNETS,103,SEATTLE SUPERSONICS,81
1999-12-05 05:00:00+00:00,SAN ANTONIO SPURS,92,TORONTO RAPTORS,98
1999-12-06 05:00:00+00:00,VANCOUVER GRIZZLIES,99,HOUSTON ROCKETS,102
1999-12-06 05:00:00+00:00,MIAMI HEAT,99,LOS ANGELES CLIPPERS,91
1999-12-06 05:00:00+00:00,SACRAMENTO KINGS,95,NEW JERSEY NETS,109
1999-12-06 05:00:00+00:00,DENVER NUGGETS,94,PHILADELPHIA 76ERS,77
1999-12-06 05:00:00+00:00,WASHINGTON WIZARDS,96,UTAH JAZZ,102
1999-12-07 05:00:00+00:00,VANCOUVER GRIZZLIES,104,DALLAS MAVERICKS,95
1999-12-07 05:00:00+00:00,SAN ANTONIO SPURS,77,INDIANA PACERS,83
1999-12-07 05:00:00+00:00,WASHINGTON WIZARDS,80,LOS ANGELES LAKERS,91
1999-12-07 05:00:00+00:00,DETROIT PISTONS,116,MILWAUKEE BUCKS,112
1999-12-07 05:00:00+00:00,GOLDEN STATE WARRIORS,83,NEW YORK KNICKS,89
1999-12-07 05:00:00+00:00,ORLANDO MAGIC,107,PHOENIX SUNS,110
1999-12-07 05:00:00+00:00,MIAMI HEAT,86,PORTLAND TRAIL BLAZERS,76
1999-12-07 05:00:00+00:00,CLEVELAND CAVALIERS,98,TORONTO RAPTORS,101
1999-12-08 05:00:00+00:00,LOS ANGELES CLIPPERS,81,ATLANTA HAWKS,99
1999-12-08 05:00:00+00:00,DENVER NUGGETS,90,BOSTON CELTICS,115
1999-12-08 05:00:00+00:00,GOLDEN STATE WARRIORS,106,CHARLOTTE HORNETS,113
1999-12-08 05:00:00+00:00,CHICAGO BULLS,93,CLEVELAND CAVALIERS,107
1999-12-08 05:00:00+00:00,MILWAUKEE BUCKS,90,NEW JERSEY NETS,107
1999-12-08 05:00:00+00:00,HOUSTON ROCKETS,73,PHILADELPHIA 76ERS,83
1999-12-08 05:00:00+00:00,LOS ANGELES LAKERS,91,SACRAMENTO KINGS,103
1999-12-08 05:00:00+00:00,MINNESOTA TIMBERWOLVES,94,SEATTLE SUPERSONICS,110
1999-12-08 05:00:00+00:00,DALLAS MAVERICKS,79,UTAH JAZZ,85
1999-12-09 05:00:00+00:00,WASHINGTON WIZARDS,85,PHOENIX SUNS,99
1999-12-09 05:00:00+00:00,MINNESOTA TIMBERWOLVES,86,PORTLAND TRAIL BLAZERS,90
1999-12-09 05:00:00+00:00,VANCOUVER GRIZZLIES,91,SAN ANTONIO SPURS,99
1999-12-10 05:00:00+00:00,GOLDEN STATE WARRIORS,107,ATLANTA HAWKS,99
1999-12-10 05:00:00+00:00,HOUSTON ROCKETS,96,BOSTON CELTICS,100
1999-12-10 05:00:00+00:00,DENVER NUGGETS,99,CHARLOTTE HORNETS,106
1999-12-10 05:00:00+00:00,NEW JERSEY NETS,69,CHICAGO BULLS,71
1999-12-10 05:00:00+00:00,LOS ANGELES CLIPPERS,83,DETROIT PISTONS,107
1999-12-10 05:00:00+00:00,CLEVELAND CAVALIERS,88,INDIANA PACERS,136
1999-12-10 05:00:00+00:00,PHILADELPHIA 76ERS,78,NEW YORK KNICKS,85
1999-12-10 05:00:00+00:00,MIAMI HEAT,107,SACRAMENTO KINGS,97
1999-12-10 05:00:00+00:00,MILWAUKEE BUCKS,107,TORONTO RAPTORS,91
1999-12-10 05:00:00+00:00,SEATTLE SUPERSONICS,83,UTAH JAZZ,101
1999-12-11 05:00:00+00:00,ATLANTA HAWKS,116,CLEVELAND CAVALIERS,127
1999-12-11 05:00:00+00:00,PHOENIX SUNS,115,DALLAS MAVERICKS,120
1999-12-11 05:00:00+00:00,LOS ANGELES CLIPPERS,90,INDIANA PACERS,108
1999-12-11 05:00:00+00:00,DENVER NUGGETS,101,MILWAUKEE BUCKS,99
1999-12-11 05:00:00+00:00,GOLDEN STATE WARRIORS,104,MINNESOTA TIMBERWOLVES,76
1999-12-11 05:00:00+00:00,HOUSTON ROCKETS,94,NEW JERSEY NETS,106
1999-12-11 05:00:00+00:00,CHICAGO BULLS,87,ORLANDO MAGIC,108
1999-12-11 05:00:00+00:00,CHARLOTTE HORNETS,106,PHILADELPHIA 76ERS,84
1999-12-11 05:00:00+00:00,PORTLAND TRAIL BLAZERS,101,SACRAMENTO KINGS,96
1999-12-11 05:00:00+00:00,WASHINGTON WIZARDS,99,SAN ANTONIO SPURS,89
1999-12-11 05:00:00+00:00,MIAMI HEAT,88,SEATTLE SUPERSONICS,92
1999-12-11 05:00:00+00:00,LOS ANGELES LAKERS,106,VANCOUVER GRIZZLIES,94
