start_time,away_team,away_team_score,home_team,home_team_score
2004-12-05 03:30:00+00:00,PORTLAND TRAIL BLAZERS,89,SEATTLE SUPERSONICS,99
2004-12-06 02:00:00+00:00,PHOENIX SUNS,121,PORTLAND TRAIL BLAZERS,99
2004-12-06 02:00:00+00:00,BOSTON CELTICS,105,SACRAMENTO KINGS,119
2004-12-07 00:30:00+00:00,PHILADELPHIA 76ERS,92,ATLANTA HAWKS,96
2004-12-07 00:30:00+00:00,TORONTO RAPTORS,86,NEW JERSEY NETS,88
2004-12-07 01:30:00+00:00,SAN ANTONIO SPURS,91,CHICAGO BULLS,75
2004-12-07 01:30:00+00:00,DETROIT PISTONS,101,DALLAS MAVERICKS,85
2004-12-07 02:00:00+00:00,ORLANDO MAGIC,102,DENVER NUGGETS,115
2004-12-07 02:00:00+00:00,MIAMI HEAT,100,UTAH JAZZ,80
2004-12-07 03:30:00+00:00,BOSTON CELTICS,106,GOLDEN STATE WARRIORS,110
2004-12-07 03:30:00+00:00,CHARLOTTE BOBCATS,93,LOS ANGELES CLIPPERS,99
2004-12-08 00:00:00+00:00,NEW JERSEY NETS,97,CLEVELAND CAVALIERS,103
2004-12-08 00:00:00+00:00,MILWAUKEE BUCKS,89,INDIANA PACERS,86
2004-12-08 01:00:00+00:00,NEW YORK KNICKS,88,MEMPHIS GRIZZLIES,96
2004-12-08 01:00:00+00:00,DALLAS MAVERICKS,97,MINNESOTA TIMBERWOLVES,87
2004-12-08 01:30:00+00:00,NEW ORLEANS HORNETS,81,HOUSTON ROCKETS,89
2004-12-08 02:00:00+00:00,GOLDEN STATE WARRIORS,104,PHOENIX SUNS,118
2004-12-08 03:00:00+00:00,CHARLOTTE BOBCATS,92,SACRAMENTO KINGS,109
2004-12-09 00:00:00+00:00,MINNESOTA TIMBERWOLVES,119,PHILADELPHIA 76ERS,84
2004-12-09 00:00:00+00:00,DENVER NUGGETS,111,WASHINGTON WIZARDS,105
2004-12-09 00:30:00+00:00,MEMPHIS GRIZZLIES,97,ATLANTA HAWKS,89
2004-12-09 00:30:00+00:00,TORONTO RAPTORS,86,DETROIT PISTONS,90
2004-12-09 01:00:00+00:00,MIAMI HEAT,101,MILWAUKEE BUCKS,96
2004-12-09 01:00:00+00:00,NEW YORK KNICKS,86,NEW ORLEANS HORNETS,79
2004-12-09 01:30:00+00:00,CLEVELAND CAVALIERS,85,CHICAGO BULLS,113
2004-12-09 01:30:00+00:00,SEATTLE SUPERSONICS,102,SAN ANTONIO SPURS,96
2004-12-09 02:00:00+00:00,ORLANDO MAGIC,106,UTAH JAZZ,100
2004-12-09 03:30:00+00:00,PHOENIX SUNS,113,LOS ANGELES LAKERS,110
2004-12-10 01:00:00+00:00,SAN ANTONIO SPURS,80,HOUSTON ROCKETS,81
2004-12-10 01:30:00+00:00,SEATTLE SUPERSONICS,107,DALLAS MAVERICKS,102
2004-12-10 03:30:00+00:00,BOSTON CELTICS,87,PORTLAND TRAIL BLAZERS,89
2004-12-11 00:00:00+00:00,DENVER NUGGETS,101,TORONTO RAPTORS,87
2004-12-11 00:00:00+00:00,NEW YORK KNICKS,104,WASHINGTON WIZARDS,106
2004-12-11 00:30:00+00:00,MEMPHIS GRIZZLIES,84,MIAMI HEAT,92
2004-12-11 00:30:00+00:00,NEW ORLEANS HORNETS,91,NEW JERSEY NETS,94
2004-12-11 01:00:00+00:00,PHILADELPHIA 76ERS,93,CHICAGO BULLS,88
2004-12-11 01:00:00+00:00,ATLANTA HAWKS,88,DETROIT PISTONS,72
2004-12-11 01:00:00+00:00,SACRAMENTO KINGS,105,MINNESOTA TIMBERWOLVES,113
2004-12-11 01:30:00+00:00,INDIANA PACERS,86,MILWAUKEE BUCKS,95
2004-12-11 02:00:00+00:00,CHARLOTTE BOBCATS,106,PHOENIX SUNS,115
2004-12-11 03:30:00+00:00,ORLANDO MAGIC,113,GOLDEN STATE WARRIORS,109
2004-12-11 03:30:00+00:00,PORTLAND TRAIL BLAZERS,87,UTAH JAZZ,92
2004-12-12 00:00:00+00:00,NEW JERSEY NETS,95,ATLANTA HAWKS,90
2004-12-12 01:00:00+00:00,SACRAMENTO KINGS,97,INDIANA PACERS,92
2004-12-12 01:00:00+00:00,DETROIT PISTONS,68,MEMPHIS GRIZZLIES,72
2004-12-12 01:30:00+00:00,MINNESOTA TIMBERWOLVES,88,CHICAGO BULLS,99
2004-12-12 01:30:00+00:00,DALLAS MAVERICKS,102,HOUSTON ROCKETS,78
