,date,team1,season,wins_team1,game_number_team1_x,wins_team2,game_number_team2_x,team2,team1_game_id,team2_game_id,ortg_team1,ast%_team1,ts%_team1,efg%_team1,poss_team1,dreb%_team1,oreb%_team1,stl%_team1,blk%_team1,tov%_team1,fg%_team1,3fg%_team1,ft%_team1,win%_team1,homeaway_win%_team1,b2bbreak_win%_team1,travel_win%_team1,ortg_team2,ast%_team2,ts%_team2,efg%_team2,poss_team2,dreb%_team2,oreb%_team2,stl%_team2,blk%_team2,tov%_team2,fg%_team2,3fg%_team2,ft%_team2,win%_team2,homeaway_win%_team2,b2bbreak_win%_team2,travel_win%_team2,win_flag_team1
10,1999-02-23,ATLANTA HAWKS,1999,6,11,3,12,DALLAS MAVERICKS,ATLANTA HAWKS-1999-11,DALLAS MAVERICKS-1999-12,95.07829977628634,0.5625,0.4361658456486043,0.3953488372093023,89.4,0.775,0.375,0.05580357142857143,0.10044642857142858,0.12304250559284116,0.37209302325581395,0.25,0.6538461538461539,0.6,0.6,0.6666666666666666,0.5,99.33035714285715,0.696969696969697,0.49798567591763654,0.4382716049382716,89.6,0.625,0.225,0.04474272930648769,0.05592841163310962,0.11160714285714286,0.4074074074074074,0.45454545454545453,0.9473684210526315,0.18181818181818182,0.0,0.3333333333333333,0.2,0
11,1999-02-25,ATLANTA HAWKS,1999,7,12,7,12,HOUSTON ROCKETS,ATLANTA HAWKS-1999-12,HOUSTON ROCKETS-1999-12,105.92255125284737,0.47368421052631576,0.4674306393244873,0.43478260869565216,87.8,0.8125,0.32608695652173914,0.11600928074245939,0.09280742459396751,0.04555808656036447,0.41304347826086957,0.4,0.7647058823529411,0.5454545454545454,0.5,0.5714285714285714,0.4444444444444444,100.92807424593968,0.6857142857142857,0.5669968717413973,0.5704225352112676,86.2,0.6739130434782609,0.1875,0.03416856492027335,0.04555808656036447,0.18561484918793503,0.49295774647887325,0.4782608695652174,0.46153846153846156,0.6363636363636364,1.0,0.6666666666666666,1.0,1
12,1999-02-27,ATLANTA HAWKS,1999,8,13,0,12,LOS ANGELES CLIPPERS,ATLANTA HAWKS-1999-13,LOS ANGELES CLIPPERS-1999-12,124.69733656174336,0.575,0.609035004730369,0.5540540540540541,82.6,0.6956521739130435,0.3,0.0851581508515815,0.0608272506082725,0.09685230024213076,0.5405405405405406,0.2857142857142857,0.875,0.5833333333333334,0.5714285714285714,0.625,0.5,90.02433090024331,0.3793103448275862,0.45166015625,0.40540540540540543,82.2,0.7,0.30434782608695654,0.04842615012106538,0.02421307506053269,0.18248175182481752,0.3918918918918919,0.14285714285714285,0.7777777777777778,0.0,0.0,0.0,0.0,1
13,1999-03-01,ATLANTA HAWKS,1999,8,14,11,15,ORLANDO MAGIC,ATLANTA HAWKS-1999-14,ORLANDO MAGIC-1999-15,78.82352941176471,0.4782608695652174,0.41875,0.34782608695652173,85.0,0.6818181818181818,0.2857142857142857,0.10204081632653061,0.056689342403628114,0.21176470588235294,0.3333333333333333,0.2857142857142857,0.76,0.6153846153846154,0.625,0.6666666666666666,0.5454545454545454,79.36507936507937,0.6153846153846154,0.39718565592374033,0.34615384615384615,88.2,0.7142857142857143,0.3181818181818182,0.11764705882352941,0.03529411764705882,0.17006802721088435,0.3333333333333333,0.13333333333333333,0.6956521739130435,0.7142857142857143,1.0,0.75,0.6923076923076923,0
14,1999-03-02,ATLANTA HAWKS,1999,8,15,5,13,WASHINGTON WIZARDS,ATLANTA HAWKS-1999-15,WASHINGTON WIZARDS-1999-13,82.44111349036402,0.5483870967741935,0.4516658845612389,0.4276315789473684,93.4,0.90625,0.14634146341463414,0.07743362831858407,0.022123893805309734,0.16059957173447537,0.40789473684210525,0.3,0.5714285714285714,0.5714285714285714,0.6,0.5,0.5,107.30088495575221,0.5,0.6214761660686827,0.6126760563380281,90.4,0.8536585365853658,0.09375,0.05353319057815845,0.021413276231263382,0.17699115044247787,0.5915492957746479,0.42857142857142855,0.625,0.3333333333333333,0.2,1.0,0.42857142857142855,0
15,1999-03-04,ATLANTA HAWKS,1999,8,16,5,14,TORONTO RAPTORS,ATLANTA HAWKS-1999-16,TORONTO RAPTORS-1999-14,86.51685393258427,0.5185185185185185,0.49870466321243523,0.4609375,89.0,0.6346153846153846,0.2631578947368421,0.05592841163310962,0.03355704697986577,0.25842696629213485,0.421875,0.38461538461538464,0.6,0.5333333333333333,0.5,0.6,1.0,96.19686800894854,0.5714285714285714,0.43949304987735077,0.41397849462365593,89.4,0.7368421052631579,0.36538461538461536,0.19101123595505617,0.02247191011235955,0.12304250559284116,0.3763440860215054,0.4375,0.8181818181818182,0.3076923076923077,0.14285714285714285,0.3333333333333333,0.2,0
16,1999-03-08,ATLANTA HAWKS,1999,9,17,14,19,ORLANDO MAGIC,ATLANTA HAWKS-1999-17,ORLANDO MAGIC-1999-19,118.5031185031185,0.5348837209302325,0.5157437567861021,0.4739583333333333,96.2,0.7297297297297297,0.48936170212765956,0.10183299389002036,0.06109979633401222,0.10395010395010394,0.4479166666666667,0.4166666666666667,0.696969696969697,0.5,0.5555555555555556,0.5454545454545454,0.46153846153846156,112.0162932790224,0.5909090909090909,0.5983463881636205,0.5773809523809523,98.2,0.5106382978723404,0.2702702702702703,0.041580041580041575,0.06237006237006237,0.17311608961303462,0.5238095238095238,0.6,0.7222222222222222,0.7777777777777778,1.0,0.75,1.0,1
17,1999-03-10,ATLANTA HAWKS,1999,9,18,14,19,MIAMI HEAT,ATLANTA HAWKS-1999-18,MIAMI HEAT-1999-19,93.97590361445783,0.53125,0.45034642032332567,0.4125,83.0,0.725,0.3404255319148936,0.09389671361502347,0.035211267605633804,0.1566265060240964,0.4,0.14285714285714285,0.8,0.5294117647058824,0.6,0.5833333333333334,0.5,103.28638497652582,0.5,0.528084493518963,0.4788732394366197,85.2,0.6595744680851063,0.275,0.08433734939759036,0.08433734939759036,0.16431924882629106,0.4225352112676056,0.5333333333333333,0.7142857142857143,0.7222222222222222,0.7777777777777778,0.7272727272727273,1.0,0
18,1999-03-11,ATLANTA HAWKS,1999,10,19,7,17,BOSTON CELTICS,ATLANTA HAWKS-1999-19,BOSTON CELTICS-1999-17,107.84313725490196,0.5384615384615384,0.5046900489396411,0.4642857142857143,91.8,0.7291666666666666,0.45454545454545453,0.07510729613733905,0.04291845493562232,0.16339869281045752,0.4642857142857143,0.0,0.65625,0.5,0.42857142857142855,0.4,0.4666666666666667,91.20171673819742,0.4444444444444444,0.44307756463719766,0.4090909090909091,93.2,0.5454545454545454,0.2708333333333333,0.08714596949891068,0.07625272331154684,0.11802575107296137,0.4090909090909091,0.0,0.7222222222222222,0.4375,0.3,0.2727272727272727,0.35714285714285715,1
19,1999-03-13,ATLANTA HAWKS,1999,11,20,6,18,TORONTO RAPTORS,ATLANTA HAWKS-1999-20,TORONTO RAPTORS-1999-18,96.62921348314607,0.5769230769230769,0.5070754716981132,0.4230769230769231,89.0,0.6923076923076923,0.275,0.12443438914027148,0.07918552036199095,0.19101123595505617,0.4,0.2727272727272727,0.6888888888888889,0.5263157894736842,0.5,0.5384615384615384,0.6666666666666666,84.84162895927602,0.20689655172413793,0.42886550777676125,0.3881578947368421,88.4,0.725,0.3076923076923077,0.11235955056179775,0.0449438202247191,0.1583710407239819,0.3815789473684211,0.125,0.6153846153846154,0.35294117647058826,0.2222222222222222,0.4166666666666667,0.23076923076923078,1
20,1999-03-14,ATLANTA HAWKS,1999,12,21,12,21,DETROIT PISTONS,ATLANTA HAWKS-1999-21,DETROIT PISTONS-1999-21,97.03196347031964,0.5925925925925926,0.5014157621519585,0.4375,87.6,0.7111111111111111,0.21428571428571427,0.11600928074245939,0.08120649651972157,0.14840182648401828,0.375,0.45,0.7586206896551724,0.55,0.5454545454545454,0.5,0.5,83.52668213457076,0.6153846153846154,0.4239284032030146,0.37662337662337664,86.2,0.7857142857142857,0.28888888888888886,0.05707762557077626,0.03424657534246576,0.1740139211136891,0.33766233766233766,0.3,0.7777777777777778,0.6,0.8,0.6666666666666666,1.0,1
21,1999-03-16,ATLANTA HAWKS,1999,13,22,15,21,INDIANA PACERS,ATLANTA HAWKS-1999-22,INDIANA PACERS-1999-21,97.03196347031964,0.35294117647058826,0.46826795945350375,0.4423076923076923,87.6,0.7115384615384616,0.2978723404255319,0.09174311926605504,0.0573394495412844,0.13698630136986303,0.4358974358974359,0.14285714285714285,0.5517241379310345,0.5714285714285714,0.5833333333333334,0.5714285714285714,0.5294117647058824,90.59633027522935,0.71875,0.43540564373897706,0.4117647058823529,87.2,0.7021276595744681,0.28846153846153844,0.06849315068493152,0.03424657534246576,0.13761467889908258,0.3764705882352941,0.375,0.6923076923076923,0.75,0.8181818181818182,0.7142857142857143,1.0,1
22,1999-03-17,ATLANTA HAWKS,1999,13,23,18,23,MIAMI HEAT,ATLANTA HAWKS-1999-23,MIAMI HEAT-1999-23,107.0528967254408,0.41379310344827586,0.45002117746717496,0.39156626506024095,79.4,0.8,0.46,0.05128205128205128,0.05128205128205128,0.11335012594458438,0.3493975903614458,0.5,0.7692307692307693,0.5909090909090909,0.5555555555555556,0.5714285714285714,0.5555555555555556,110.25641025641026,0.5483870967741935,0.5526992287917738,0.4855072463768116,78.0,0.54,0.2,0.025188916876574305,0.06297229219143577,0.08974358974358974,0.4492753623188406,0.2777777777777778,0.95,0.7727272727272727,0.6666666666666666,0.75,0.6428571428571429,0
23,1999-03-19,ATLANTA HAWKS,1999,14,24,12,24,PHOENIX SUNS,ATLANTA HAWKS-1999-24,PHOENIX SUNS-1999-24,106.16438356164383,0.5806451612903226,0.5499053926206244,0.4797297297297297,87.6,0.7872340425531915,0.40540540540540543,0.078125,0.06696428571428571,0.2168949771689498,0.4189189189189189,0.375,0.9166666666666666,0.5652173913043478,0.5,0.6,0.75,94.86607142857143,0.7037037037037037,0.47348484848484845,0.38961038961038963,89.6,0.5945945945945946,0.2127659574468085,0.10273972602739727,0.011415525114155252,0.12276785714285715,0.35064935064935066,0.4,0.8620689655172413,0.5217391304347826,0.6363636363636364,0.625,0.5625,1
24,1999-03-20,ATLANTA HAWKS,1999,14,25,14,23,MILWAUKEE BUCKS,ATLANTA HAWKS-1999-25,MILWAUKEE BUCKS-1999-23,92.54807692307692,0.44,0.48537569339384773,0.40298507462686567,83.2,0.7368421052631579,0.475,0.0849514563106796,0.012135922330097087,0.28846153846153844,0.373134328358209,0.19047619047619047,0.8214285714285714,0.5833333333333334,0.5454545454545454,0.5,0.8,100.72815533980581,0.6774193548387096,0.5046206225680934,0.4452054794520548,82.4,0.525,0.2631578947368421,0.15625,0.07211538461538461,0.13349514563106796,0.4246575342465753,0.375,0.8571428571428571,0.5909090909090909,0.5454545454545454,0.6,0.5555555555555556,0
25,1999-03-22,ATLANTA HAWKS,1999,15,26,15,27,NEW YORK KNICKS,ATLANTA HAWKS-1999-26,NEW YORK KNICKS-1999-27,91.11617312072893,0.6,0.4593477262287552,0.363013698630137,87.8,0.723404255319149,0.24390243902439024,0.09090909090909091,0.06818181818181818,0.1366742596810934,0.3424657534246575,0.25,0.84375,0.56,0.6153846153846154,0.625,0.5263157894736842,80.68181818181817,0.5909090909090909,0.3884026258205689,0.3092105263157895,88.0,0.7560975609756098,0.2765957446808511,0.0683371298405467,0.07972665148063782,0.125,0.2894736842105263,0.23076923076923078,0.6857142857142857,0.5769230769230769,0.8,0.6,0.5,1
26,1999-03-24,ATLANTA HAWKS,1999,16,27,18,26,INDIANA PACERS,ATLANTA HAWKS-1999-27,INDIANA PACERS-1999-26,110.99137931034484,0.47368421052631576,0.5544788975021533,0.49382716049382713,92.8,0.66,0.3055555555555556,0.05482456140350877,0.1206140350877193,0.12931034482758622,0.4691358024691358,0.3333333333333333,0.8518518518518519,0.5769230769230769,0.5,0.6470588235294118,0.55,111.8421052631579,0.5,0.49941245593419503,0.45108695652173914,91.2,0.6944444444444444,0.34,0.08620689655172414,0.04310344827586207,0.07675438596491228,0.41304347826086957,0.5833333333333334,0.8260869565217391,0.72,0.6363636363636364,0.7058823529411765,0.6666666666666666,1
27,1999-03-26,ATLANTA HAWKS,1999,17,28,8,28,CHICAGO BULLS,ATLANTA HAWKS-1999-28,CHICAGO BULLS-1999-28,101.9736842105263,0.6060606060606061,0.5374479889042996,0.5,91.2,0.7647058823529411,0.23529411764705882,0.09501187648456057,0.0831353919239905,0.15350877192982457,0.4583333333333333,0.35294117647058826,0.6363636363636364,0.5925925925925926,0.5384615384615384,0.6666666666666666,0.6666666666666666,96.19952494061758,0.3870967741935484,0.5464112250404749,0.5078125,84.2,0.7647058823529411,0.23529411764705882,0.07675438596491228,0.043859649122807015,0.22565320665083136,0.484375,0.375,0.6956521739130435,0.2962962962962963,0.3076923076923077,0.17647058823529413,0.3157894736842105,1
28,1999-03-27,ATLANTA HAWKS,1999,18,29,15,28,PHILADELPHIA 76ERS,ATLANTA HAWKS-1999-29,PHILADELPHIA 76ERS-1999-28,104.67479674796746,0.45714285714285713,0.500777907429016,0.41954022988505746,98.4,0.775,0.3469387755102041,0.04056795131845842,0.12170385395537527,0.14227642276422764,0.40229885057471265,0.15,0.8333333333333334,0.6071428571428571,0.5714285714285714,0.4444444444444444,0.7142857142857143,100.4056795131846,0.5142857142857142,0.5212721145745577,0.45625,98.6,0.6530612244897959,0.225,0.09146341463414634,0.07113821138211382,0.14198782961460446,0.4375,0.2727272727272727,0.7647058823529411,0.5555555555555556,0.5454545454545454,0.42857142857142855,0.6111111111111112,1
29,1999-03-29,ATLANTA HAWKS,1999,19,30,20,29,INDIANA PACERS,ATLANTA HAWKS-1999-30,INDIANA PACERS-1999-29,102.46913580246914,0.4482758620689655,0.5174563591022444,0.4552238805970149,81.0,0.6585365853658537,0.24324324324324326,0.08663366336633664,0.0,0.13580246913580246,0.43283582089552236,0.3333333333333333,0.7333333333333333,0.6206896551724138,0.6428571428571429,0.6842105263157895,0.5714285714285714,101.48514851485149,0.4411764705882353,0.48532196969696967,0.44805194805194803,80.8,0.7567567567567568,0.34146341463414637,0.04938271604938271,0.037037037037037035,0.13613861386138615,0.44155844155844154,0.07692307692307693,0.7647058823529411,0.7142857142857143,0.7857142857142857,0.75,0.6666666666666666,1
30,1999-03-30,ATLANTA HAWKS,1999,19,31,18,30,DETROIT PISTONS,ATLANTA HAWKS-1999-31,DETROIT PISTONS-1999-30,91.23222748815165,0.5357142857142857,0.45486767485822305,0.4225352112676056,84.4,0.6976744186046512,0.358974358974359,0.06265664160401002,0.11278195488721805,0.1777251184834123,0.39436619718309857,0.36363636363636365,0.5483870967741935,0.6333333333333333,0.6,0.5,0.5909090909090909,116.54135338345866,0.5151515151515151,0.5352209944751382,0.48,79.8,0.6410256410256411,0.3023255813953488,0.11848341232227487,0.07109004739336493,0.08771929824561404,0.44,0.46153846153846156,0.7777777777777778,0.5862068965517241,0.38461538461538464,0.6818181818181818,0.47619047619047616,0
31,1999-04-01,ATLANTA HAWKS,1999,19,32,6,30,NEW JERSEY NETS,ATLANTA HAWKS-1999-32,NEW JERSEY NETS-1999-30,96.5909090909091,0.3,0.48185941043083896,0.4066666666666667,88.0,0.6086956521739131,0.3,0.09302325581395349,0.06976744186046512,0.14772727272727273,0.4,0.1,0.8,0.6129032258064516,0.6666666666666666,0.7,0.5652173913043478,104.65116279069768,0.46153846153846156,0.49234135667396056,0.47701149425287354,86.0,0.7,0.391304347826087,0.09090909090909091,0.09090909090909091,0.1511627906976744,0.4482758620689655,0.38461538461538464,0.7,0.1724137931034483,0.3076923076923077,0.05555555555555555,0.22727272727272727,0
32,1999-04-02,ATLANTA HAWKS,1999,20,33,6,32,VANCOUVER GRIZZLIES,ATLANTA HAWKS-1999-33,VANCOUVER GRIZZLIES-1999-32,98.36065573770492,0.36666666666666664,0.46958855098389984,0.3974358974358974,85.4,0.6923076923076923,0.4090909090909091,0.11737089201877934,0.07042253521126761,0.1756440281030445,0.38461538461538464,0.2222222222222222,0.8461538461538461,0.59375,0.5625,0.45454545454545453,0.5416666666666666,95.07042253521126,0.6206896551724138,0.48031309297912717,0.4166666666666667,85.2,0.5909090909090909,0.3076923076923077,0.08196721311475409,0.046838407494145196,0.16431924882629106,0.4027777777777778,0.18181818181818182,0.75,0.1935483870967742,0.07142857142857142,0.1111111111111111,0.18181818181818182,1
33,1999-04-04,ATLANTA HAWKS,1999,21,34,12,31,CHARLOTTE HORNETS,ATLANTA HAWKS-1999-34,CHARLOTTE HORNETS-1999-31,95.93679458239278,0.53125,0.48317417007730784,0.4657534246575342,88.6,0.8378378378378378,0.23809523809523808,0.05518763796909493,0.06622516556291391,0.13544018058690746,0.4383561643835616,0.4,0.5,0.6060606060606061,0.5882352941176471,0.6666666666666666,0.75,91.61147902869757,0.5,0.5026647286821705,0.4375,90.6,0.7619047619047619,0.16216216216216217,0.06772009029345373,0.033860045146726865,0.16556291390728478,0.4166666666666667,0.3,0.8333333333333334,0.4,0.21428571428571427,0.5,0.35,1
34,1999-04-05,ATLANTA HAWKS,1999,22,35,12,32,CHARLOTTE HORNETS,ATLANTA HAWKS-1999-35,CHARLOTTE HORNETS-1999-32,88.91454965357968,0.6896551724137931,0.5028735632183908,0.44696969696969696,86.6,0.8372093023255814,0.3235294117647059,0.05707762557077626,0.09132420091324202,0.2540415704387991,0.4393939393939394,0.2,0.75,0.6176470588235294,0.625,0.5,0.56,81.05022831050229,0.7083333333333334,0.44066534260178747,0.37857142857142856,87.6,0.6764705882352942,0.16279069767441862,0.13856812933025406,0.09237875288683603,0.17123287671232879,0.34285714285714286,0.38461538461538464,0.75,0.3870967741935484,0.5625,0.2,0.3333333333333333,1
35,1999-04-07,ATLANTA HAWKS,1999,22,36,21,35,DETROIT PISTONS,ATLANTA HAWKS-1999-36,DETROIT PISTONS-1999-35,106.21761658031087,0.6333333333333333,0.4932627526467757,0.4520547945205479,77.2,0.6388888888888888,0.3333333333333333,0.0546448087431694,0.0273224043715847,0.11658031088082901,0.410958904109589,0.5,0.6956521739130435,0.6285714285714286,0.6470588235294118,0.6818181818181818,0.5769230769230769,121.5846994535519,0.6666666666666666,0.5568068068068068,0.5347222222222222,73.2,0.6666666666666666,0.3611111111111111,0.05181347150259067,0.05181347150259067,0.09562841530054644,0.5,0.35714285714285715,0.6666666666666666,0.5882352941176471,0.6842105263157895,0.64,0.7,0
36,1999-04-09,ATLANTA HAWKS,1999,22,37,19,36,NEW YORK KNICKS,ATLANTA HAWKS-1999-37,NEW YORK KNICKS-1999-36,96.53465346534654,0.34615384615384615,0.47747306562193925,0.4166666666666667,80.8,0.6511627906976745,0.3902439024390244,0.03759398496240601,0.03759398496240601,0.19801980198019803,0.3611111111111111,0.42105263157894735,0.8181818181818182,0.6111111111111112,0.6111111111111112,0.6521739130434783,0.5555555555555556,107.76942355889724,0.5151515151515151,0.4960775265343793,0.44155844155844154,79.8,0.6097560975609756,0.3488372093023256,0.06188118811881188,0.04950495049504951,0.11278195488721805,0.42857142857142855,0.2,0.8181818181818182,0.5142857142857142,0.25,0.5217391304347826,0.4230769230769231,0
37,1999-04-10,ATLANTA HAWKS,1999,22,38,18,35,CLEVELAND CAVALIERS,ATLANTA HAWKS-1999-38,CLEVELAND CAVALIERS-1999-35,80.72289156626506,0.4,0.4075425790754258,0.3115942028985507,83.0,0.6666666666666666,0.29545454545454547,0.04962779156327544,0.04962779156327544,0.18072289156626506,0.2898550724637681,0.2727272727272727,0.8,0.5945945945945946,0.6111111111111112,0.5384615384615384,0.5357142857142857,100.49627791563276,0.7352941176470589,0.48008534850640117,0.45394736842105265,80.6,0.7045454545454546,0.3333333333333333,0.08433734939759036,0.08433734939759036,0.12406947890818859,0.4473684210526316,0.16666666666666666,0.631578947368421,0.5,0.6666666666666666,0.4782608695652174,0.7777777777777778,0
38,1999-04-13,ATLANTA HAWKS,1999,22,39,21,37,MILWAUKEE BUCKS,ATLANTA HAWKS-1999-39,MILWAUKEE BUCKS-1999-37,97.9020979020979,0.5714285714285714,0.47575894879927505,0.4457831325301205,85.8,0.7941176470588235,0.3902439024390244,0.08433734939759036,0.03614457831325301,0.16317016317016317,0.42168674698795183,0.2,0.8333333333333334,0.5789473684210527,0.5789473684210527,0.625,0.5172413793103449,109.63855421686748,0.6756756756756757,0.578880407124682,0.5555555555555556,83.0,0.6097560975609756,0.20588235294117646,0.12820512820512822,0.046620046620046623,0.14457831325301204,0.5138888888888888,0.35294117647058826,0.7333333333333333,0.5555555555555556,0.625,0.52,0.5333333333333333,0
