,date,team1,team2,season,game_number_team1_x,game_number_team2_x,team1_game_id,team2_game_id,home_flag_team1,home_flag_team2,win_flag_team1,win_flag_team2,ortg_team1,ast%_team1,ts%_team1,efg%_team1,poss_team1,b2b_flag_team1,travel_flag_team1,dreb%_team1,oreb%_team1,stl%_team1,blk%_team1,tov%_team1,fg%_team1,3fg%_team1,ft%_team1,ortg_team2,ast%_team2,ts%_team2,efg%_team2,poss_team2,b2b_flag_team2,travel_flag_team2,dreb%_team2,oreb%_team2,stl%_team2,blk%_team2,tov%_team2,fg%_team2,3fg%_team2,ft%_team2,wins_team1,win%_team1,total_homegames_team1,total_homewins_team1,away_flag_team1,total_awaygames_team1,total_awaywins_team1,homeaway_win%_team1,total_b2bgames_team1,total_b2bwins_team1,break_flag_team1,total_breakgames_team1,total_breakwins_team1,b2bbreak_win%_team1,total_travelgames_team1,total_travelwins_team1,notravel_flag_team1,total_notravelgames_team1,total_notravelwins_team1,travel_win%_team1,wins_team2,win%_team2,total_homegames_team2,total_homewins_team2,away_flag_team2,total_awaygames_team2,total_awaywins_team2,homeaway_win%_team2,total_b2bgames_team2,total_b2bwins_team2,break_flag_team2,total_breakgames_team2,total_breakwins_team2,b2bbreak_win%_team2,total_travelgames_team2,total_travelwins_team2,notravel_flag_team2,total_notravelgames_team2,total_notravelwins_team2,travel_win%_team2
298,2002-04-07,ATLANTA HAWKS,CHARLOTTE HORNETS,2002,76,76,ATLANTA HAWKS-2002-76,CHARLOTTE HORNETS-2002-76,1,0,0,1,99.07834101382488,43.75,0.44021294021294016,0.3806818181818182,86.8,0,0,0.7941176470588235,0.37735849056603776,0.04597701149425287,0.04597701149425287,0.1152073732718894,0.36363636363636365,0.15789473684210525,0.8636363636363636,106.89655172413792,68.57142857142857,0.5357142857142857,0.47435897435897434,87.0,1,1,0.6226415094339622,0.20588235294117646,0.09216589861751152,0.09216589861751152,0.09195402298850575,0.44871794871794873,0.4,0.95,31,0.41333333333333333,39,22,0,37,22,0.5789473684210527,22,23,1,54,23,0.4339622641509434,58,12,1,18,12,0.7058823529411765,41,0.5333333333333333,38,22,1,38,22,0.5675675675675675,21,9,0,55,9,0.4,56,30,0,20,30,0.5272727272727272
299,2002-04-08,ATLANTA HAWKS,DETROIT PISTONS,2002,77,77,ATLANTA HAWKS-2002-77,DETROIT PISTONS-2002-77,0,1,0,1,102.27272727272727,61.53846153846154,0.48114307931570766,0.45604395604395603,96.8,1,1,0.8,0.37254901960784315,0.07399577167019028,0.031712473572938694,0.14462809917355374,0.42857142857142855,0.625,0.5925925925925926,110.99365750528543,68.29268292682927,0.586199196069674,0.5632911392405063,94.6,0,1,0.6274509803921569,0.2,0.09297520661157026,0.14462809917355374,0.13742071881606766,0.5189873417721519,0.4666666666666667,0.6666666666666666,31,0.40789473684210525,39,9,1,38,9,0.24324324324324326,23,8,0,54,8,0.36363636363636365,59,19,0,18,19,0.3275862068965517,47,0.6052631578947368,38,25,0,39,25,0.6486486486486487,26,33,1,51,33,0.64,60,35,0,17,35,0.576271186440678
300,2002-04-10,ATLANTA HAWKS,CHARLOTTE HORNETS,2002,78,78,ATLANTA HAWKS-2002-78,CHARLOTTE HORNETS-2002-78,0,1,1,0,111.97339246119734,67.64705882352942,0.6134596695821186,0.5357142857142857,90.2,0,1,0.5853658536585366,0.2,0.10683760683760685,0.042735042735042736,0.1662971175166297,0.4857142857142857,0.4666666666666667,0.9285714285714286,101.49572649572652,56.75675675675676,0.4970699037254081,0.4588235294117647,93.6,1,1,0.8,0.4146341463414634,0.09977827050997783,0.05543237250554323,0.17094017094017094,0.43529411764705883,0.3076923076923077,0.7083333333333334,32,0.4025974025974026,39,10,1,39,10,0.23684210526315788,23,24,1,55,24,0.42592592592592593,60,20,0,18,20,0.3220338983050847,41,0.5324675324675324,39,19,0,39,19,0.5,22,9,0,56,9,0.42857142857142855,58,30,0,20,30,0.5263157894736842
301,2002-04-12,ATLANTA HAWKS,TORONTO RAPTORS,2002,79,79,ATLANTA HAWKS-2002-79,TORONTO RAPTORS-2002-79,0,1,0,1,82.57918552036199,48.275862068965516,0.43954720616570325,0.39473684210526316,88.4,0,1,0.6896551724137931,0.2926829268292683,0.0989010989010989,0.04395604395604396,0.20361990950226244,0.3815789473684211,0.15384615384615385,0.8125,123.07692307692308,66.66666666666666,0.6666666666666666,0.6575342465753424,91.0,1,1,0.7073170731707317,0.3103448275862069,0.12443438914027148,0.11312217194570134,0.18681318681318682,0.6164383561643836,0.42857142857142855,0.64,32,0.41025641025641024,39,10,1,40,10,0.2564102564102564,23,24,1,56,24,0.43636363636363634,61,20,0,18,20,0.3333333333333333,40,0.5,39,22,0,40,22,0.5526315789473685,31,15,0,48,15,0.4666666666666667,59,30,0,20,30,0.5
302,2002-04-13,ATLANTA HAWKS,CLEVELAND CAVALIERS,2002,80,80,ATLANTA HAWKS-2002-80,CLEVELAND CAVALIERS-2002-80,1,0,1,0,106.66666666666667,53.333333333333336,0.5103668261562998,0.45,120.0,1,1,0.7037037037037037,0.3,0.07054673721340388,0.07936507936507936,0.11666666666666667,0.4090909090909091,0.375,0.8285714285714286,108.46560846560847,52.17391304347826,0.5373995106606082,0.5,113.4,1,1,0.7,0.2962962962962963,0.058333333333333334,0.058333333333333334,0.14109347442680775,0.44660194174757284,0.4782608695652174,0.7692307692307693,33,0.4050632911392405,40,23,0,40,23,0.5641025641025641,24,9,0,56,9,0.34782608695652173,62,21,0,18,21,0.32786885245901637,29,0.3670886075949367,40,9,1,40,9,0.23076923076923078,24,7,0,56,7,0.30434782608695654,62,18,0,18,18,0.29508196721311475
303,2002-04-16,ATLANTA HAWKS,ORLANDO MAGIC,2002,81,81,ATLANTA HAWKS-2002-81,ORLANDO MAGIC-2002-81,1,0,0,1,92.23300970873787,51.28205128205128,0.4846938775510204,0.46551724137931033,103.0,0,0,0.8297872340425532,0.32608695652173914,0.07889546351084813,0.029585798816568046,0.20388349514563106,0.4482758620689655,0.1875,0.56,100.59171597633136,51.28205128205128,0.522326915198689,0.4880952380952381,101.4,0,1,0.6739130434782609,0.1702127659574468,0.10679611650485436,0.04854368932038835,0.1282051282051282,0.4642857142857143,0.4,0.6451612903225806,33,0.4125,41,23,0,40,23,0.575,24,24,1,57,24,0.42857142857142855,62,12,1,19,12,0.6666666666666666,44,0.5375,40,17,1,41,17,0.4,26,33,1,55,33,0.5925925925925926,61,30,0,20,30,0.48333333333333334
304,2002-04-17,ATLANTA HAWKS,BOSTON CELTICS,2002,82,82,ATLANTA HAWKS-2002-82,BOSTON CELTICS-2002-82,0,1,0,1,89.20704845814979,68.96551724137932,0.4268549747048904,0.3614457831325301,90.8,1,1,0.7111111111111111,0.3076923076923077,0.12008733624454149,0.07641921397379914,0.14317180616740088,0.3493975903614458,0.2222222222222222,0.7777777777777778,97.16157205240175,71.42857142857143,0.5176826430898093,0.49390243902439024,91.6,1,1,0.6923076923076923,0.28888888888888886,0.0881057268722467,0.07709251101321586,0.2074235807860262,0.4268292682926829,0.44,0.8888888888888888,33,0.4074074074074074,41,10,1,41,10,0.25,25,9,0,57,9,0.375,63,21,0,19,21,0.3387096774193548,49,0.5925925925925926,41,27,0,41,27,0.65,25,12,0,57,12,0.4583333333333333,61,35,0,21,35,0.5666666666666667
305,2002-10-31,ATLANTA HAWKS,NEW JERSEY NETS,2003,1,1,ATLANTA HAWKS-2003-1,NEW JERSEY NETS-2003-1,0,1,0,1,93.62549800796812,51.35135135135135,0.504075504075504,0.47023809523809523,100.4,0,1,0.575,0.2682926829268293,0.1411290322580645,0.1310483870967742,0.1892430278884462,0.44047619047619047,0.3125,0.7142857142857143,105.84677419354837,55.00000000000001,0.5285944422070077,0.47701149425287354,99.2,0,1,0.7317073170731707,0.425,0.0896414342629482,0.1394422310756972,0.1814516129032258,0.45977011494252873,0.3333333333333333,0.7857142857142857,0,0.0,0,0,1,1,0,0.0,0,0,1,1,0,0.0,1,0,0,0,0,0.0,1,0.0,1,1,0,0,1,0.0,0,1,1,1,1,0.0,1,1,0,0,1,0.0
306,2002-11-01,ATLANTA HAWKS,UTAH JAZZ,2003,2,2,ATLANTA HAWKS-2003-2,UTAH JAZZ-2003-2,1,0,1,0,107.14285714285714,66.66666666666666,0.5885650224215246,0.5328947368421053,98.0,1,1,0.6585365853658537,0.35294117647058826,0.09259259259259259,0.06172839506172839,0.22448979591836735,0.5131578947368421,0.21428571428571427,0.8,100.8230452674897,69.6969696969697,0.5354020979020979,0.45454545454545453,97.2,1,1,0.6470588235294118,0.34146341463414637,0.12244897959183673,0.030612244897959183,0.21604938271604937,0.42857142857142855,0.4,0.8484848484848485,1,0.0,1,1,0,1,1,0.0,1,1,0,1,1,0.0,2,1,0,0,1,0.0,0,0.0,0,0,1,2,0,0.0,1,0,0,1,0,0.0,2,0,0,0,0,0.0
307,2002-11-03,ATLANTA HAWKS,CHICAGO BULLS,2003,3,3,ATLANTA HAWKS-2003-3,CHICAGO BULLS-2003-3,1,0,1,0,97.80439121756487,67.64705882352942,0.5184088023698689,0.44375,100.2,0,0,0.7142857142857143,0.3111111111111111,0.029644268774703556,0.07905138339920949,0.20958083832335328,0.425,0.375,0.8181818181818182,90.9090909090909,37.142857142857146,0.4409509202453988,0.391304347826087,101.2,1,1,0.6888888888888889,0.2857142857142857,0.10978043912175649,0.10978043912175649,0.11857707509881422,0.3804347826086957,0.15384615384615385,0.7142857142857143,2,0.5,2,2,0,1,2,1.0,1,1,1,2,1,0.0,2,1,1,1,1,0.0,2,1.0,1,1,1,2,1,1.0,1,0,0,2,0,0.0,3,2,0,0,2,1.0
308,2002-11-06,ATLANTA HAWKS,DENVER NUGGETS,2003,4,4,ATLANTA HAWKS-2003-4,DENVER NUGGETS-2003-4,0,1,1,0,110.51502145922747,58.97435897435898,0.5980027868091036,0.5394736842105263,93.2,0,1,0.6041666666666666,0.5,0.13948497854077252,0.07510729613733905,0.2575107296137339,0.5131578947368421,0.3333333333333333,0.9130434782608695,93.34763948497854,48.38709677419355,0.4563575325220311,0.3855421686746988,93.2,0,1,0.5,0.3958333333333333,0.1072961373390558,0.06437768240343347,0.19313304721030042,0.37349397590361444,0.2857142857142857,0.8214285714285714,3,0.6666666666666666,2,1,1,2,1,0.0,1,2,1,3,2,0.5,3,2,0,1,2,0.5,1,0.3333333333333333,2,0,0,2,0,0.0,1,0,1,3,0,0.0,4,1,0,0,1,0.3333333333333333
309,2002-11-07,ATLANTA HAWKS,PHOENIX SUNS,2003,5,5,ATLANTA HAWKS-2003-5,PHOENIX SUNS-2003-5,0,1,0,1,95.86056644880175,60.0,0.5029721079103795,0.475,91.8,1,1,0.7674418604651163,0.34782608695652173,0.13485477178423236,0.08298755186721991,0.22875816993464054,0.4375,0.2857142857142857,0.7058823529411765,96.47302904564314,81.08108108108108,0.5222371967654986,0.4878048780487805,96.4,0,0,0.6521739130434783,0.23255813953488372,0.11982570806100218,0.06535947712418301,0.18672199170124482,0.45121951219512196,0.6,0.8125,3,0.75,2,1,1,3,1,0.5,2,1,0,3,1,1.0,4,2,0,1,2,0.6666666666666666,2,0.25,3,2,0,2,2,0.5,1,2,1,4,2,0.3333333333333333,4,1,1,1,1,0.0
310,2002-11-09,ATLANTA HAWKS,UTAH JAZZ,2003,6,6,ATLANTA HAWKS-2003-6,UTAH JAZZ-2003-6,0,1,0,1,105.89519650655022,44.11764705882353,0.5946542422756252,0.5352112676056338,91.6,0,1,0.5428571428571428,0.18181818181818182,0.09414225941422595,0.07322175732217574,0.18558951965065504,0.4788732394366197,0.6666666666666666,0.875,115.06276150627616,80.0,0.554659136748689,0.5,95.6,0,0,0.8181818181818182,0.45714285714285713,0.08733624454148473,0.1091703056768559,0.14644351464435149,0.4878048780487805,0.16666666666666666,0.717948717948718,3,0.6,2,1,1,4,1,0.3333333333333333,2,2,1,4,2,0.6666666666666666,5,2,0,1,2,0.5,2,0.2,3,2,0,3,2,0.5,2,2,1,4,2,0.3333333333333333,5,1,1,1,1,0.0
311,2002-11-11,ATLANTA HAWKS,SACRAMENTO KINGS,2003,7,8,ATLANTA HAWKS-2003-7,SACRAMENTO KINGS-2003-8,0,1,0,1,94.9119373776908,62.16216216216216,0.5152996175095622,0.47023809523809523,102.2,0,1,0.7346938775510204,0.2727272727272727,0.07936507936507936,0.04960317460317461,0.2054794520547945,0.44047619047619047,0.38461538461538464,0.782608695652174,104.16666666666667,62.5,0.5204203013481364,0.4887640449438202,100.8,0,0,0.7272727272727273,0.2653061224489796,0.10763209393346379,0.0684931506849315,0.1388888888888889,0.449438202247191,0.3888888888888889,0.6666666666666666,3,0.5,2,1,1,5,1,0.25,2,2,1,5,2,0.5,6,2,0,1,2,0.4,5,0.5714285714285714,4,4,0,4,4,1.0,1,5,1,7,5,0.6666666666666666,6,2,1,2,2,1.0
312,2002-11-13,ATLANTA HAWKS,LOS ANGELES LAKERS,2003,8,8,ATLANTA HAWKS-2003-8,LOS ANGELES LAKERS-2003-8,0,1,1,0,106.74157303370787,56.25,0.5447247706422018,0.46621621621621623,89.0,0,1,0.6984126984126984,0.28205128205128205,0.0334075723830735,0.044543429844097995,0.15730337078651685,0.43243243243243246,0.29411764705882354,0.8666666666666667,92.42761692650335,71.875,0.4089475758770201,0.3723404255319149,89.8,0,1,0.717948717948718,0.30158730158730157,0.12359550561797752,0.0898876404494382,0.08908685968819599,0.3404255319148936,0.3157894736842105,0.7647058823529411,4,0.42857142857142855,2,2,1,6,2,0.2,2,3,1,6,3,0.4,7,3,0,1,3,0.3333333333333333,2,0.2857142857142857,3,1,0,5,1,0.5,2,2,1,6,2,0.4,8,2,0,0,2,0.2857142857142857
313,2002-11-17,ATLANTA HAWKS,NEW ORLEANS HORNETS,2003,9,10,ATLANTA HAWKS-2003-9,NEW ORLEANS HORNETS-2003-10,1,0,1,0,96.73913043478261,59.375,0.5103211009174312,0.46621621621621623,92.0,0,1,0.711864406779661,0.275,0.08547008547008547,0.11752136752136753,0.18478260869565216,0.43243243243243246,0.38461538461538464,0.6666666666666666,87.60683760683762,40.625,0.40852929453965725,0.3695652173913043,93.6,1,1,0.725,0.288135593220339,0.10869565217391304,0.010869565217391304,0.11752136752136753,0.34782608695652173,0.26666666666666666,0.7368421052631579,5,0.5,3,3,0,6,3,1.0,2,4,1,7,4,0.5,8,4,0,1,4,0.42857142857142855,7,0.7777777777777778,6,1,1,4,1,0.3333333333333333,4,3,0,6,3,1.0,7,4,0,3,4,0.6666666666666666
314,2002-11-19,ATLANTA HAWKS,TORONTO RAPTORS,2003,10,10,ATLANTA HAWKS-2003-10,TORONTO RAPTORS-2003-10,1,0,1,0,123.94067796610169,55.10204081632652,0.628761822871883,0.5930232558139535,94.4,0,0,0.7222222222222222,0.4,0.06651884700665188,0.05543237250554323,0.1694915254237288,0.5697674418604651,0.4,0.9375,101.99556541019956,43.75,0.5799293998991427,0.5298507462686567,90.2,0,1,0.6,0.2777777777777778,0.11652542372881355,0.03177966101694915,0.24390243902439024,0.47761194029850745,0.5384615384615384,0.75,6,0.5555555555555556,4,4,0,6,4,1.0,2,5,1,8,5,0.5714285714285714,8,2,1,2,2,1.0,4,0.4444444444444444,5,1,1,5,1,0.25,2,4,1,8,4,0.5714285714285714,8,4,0,2,4,0.5714285714285714
315,2002-11-21,ATLANTA HAWKS,MINNESOTA TIMBERWOLVES,2003,11,13,ATLANTA HAWKS-2003-11,MINNESOTA TIMBERWOLVES-2003-13,1,0,0,1,97.68907563025209,61.76470588235294,0.4778051787916153,0.4294117647058823,95.2,0,0,0.7045454545454546,0.2608695652173913,0.031712473572938694,0.052854122621564484,0.11554621848739495,0.4,0.20833333333333334,0.7142857142857143,108.87949260042285,52.5,0.5268003273322422,0.49411764705882355,94.6,1,1,0.7391304347826086,0.29545454545454547,0.07352941176470588,0.052521008403361345,0.11627906976744187,0.47058823529411764,0.4,0.6551724137931034,6,0.6,5,4,0,6,4,1.0,2,5,1,9,5,0.625,8,2,1,3,2,1.0,7,0.5,7,2,1,6,2,0.2,4,2,0,9,2,0.3333333333333333,9,4,0,4,4,0.375
316,2002-11-23,ATLANTA HAWKS,BOSTON CELTICS,2003,12,12,ATLANTA HAWKS-2003-12,BOSTON CELTICS-2003-12,0,1,0,1,91.24767225325884,66.66666666666666,0.4737045630317092,0.42391304347826086,107.4,0,1,0.6964285714285714,0.20754716981132076,0.09499136442141624,0.09499136442141624,0.14897579143389197,0.391304347826087,0.2727272727272727,0.7692307692307693,90.67357512953367,60.526315789473685,0.4499485773054508,0.411214953271028,115.8,0,0,0.7924528301886793,0.30357142857142855,0.08379888268156424,0.08379888268156424,0.14680483592400692,0.35514018691588783,0.3333333333333333,0.7727272727272727,6,0.5454545454545454,5,2,1,7,2,0.3333333333333333,2,5,1,10,5,0.5555555555555556,9,4,0,3,4,0.5,8,0.6363636363636364,7,5,0,5,5,0.6666666666666666,3,7,1,9,7,0.75,9,2,1,3,2,0.5
317,2002-11-24,ATLANTA HAWKS,BOSTON CELTICS,2003,13,13,ATLANTA HAWKS-2003-13,BOSTON CELTICS-2003-13,1,0,0,1,99.79838709677419,77.77777777777779,0.5774615025664955,0.47101449275362317,99.2,1,1,0.7083333333333334,0.2702702702702703,0.07172131147540985,0.0,0.25201612903225806,0.391304347826087,0.55,0.8947368421052632,111.68032786885247,59.45945945945946,0.5398177496038035,0.47674418604651164,97.6,1,1,0.7297297297297297,0.2916666666666667,0.17137096774193547,0.010080645161290322,0.12295081967213116,0.43023255813953487,0.2857142857142857,0.7941176470588235,6,0.5,6,4,0,7,4,0.8,3,1,0,10,1,0.5,10,4,0,3,4,0.4444444444444444,9,0.6666666666666666,7,4,1,6,4,0.6,4,2,0,9,2,0.3333333333333333,10,7,0,3,7,0.6666666666666666
318,2002-11-27,ATLANTA HAWKS,SEATTLE SUPERSONICS,2003,14,15,ATLANTA HAWKS-2003-14,SEATTLE SUPERSONICS-2003-15,1,0,1,0,114.64354527938343,60.97560975609756,0.6054131054131054,0.5548780487804879,103.8,0,0,0.7608695652173914,0.4878048780487805,0.03913894324853229,0.03913894324853229,0.26011560693641617,0.5,0.5625,0.7567567567567568,113.50293542074364,37.77777777777778,0.5404398061871041,0.4842105263157895,102.2,0,1,0.5121951219512195,0.2391304347826087,0.10597302504816956,0.057803468208092484,0.0684931506849315,0.47368421052631576,0.18181818181818182,0.8571428571428571,7,0.46153846153846156,7,5,0,7,5,0.6666666666666666,3,6,1,11,6,0.5,10,3,1,4,3,0.6666666666666666,9,0.6428571428571429,5,6,1,10,6,0.6666666666666666,4,6,1,11,6,0.6,14,9,0,1,9,0.6923076923076923
319,2002-11-28,ATLANTA HAWKS,NEW ORLEANS HORNETS,2003,15,15,ATLANTA HAWKS-2003-15,NEW ORLEANS HORNETS-2003-15,0,1,0,1,107.0615034168565,60.0,0.5288028802880288,0.487012987012987,87.8,1,1,0.6774193548387096,0.4,0.06849315068493152,0.011415525114155252,0.15945330296127563,0.45454545454545453,0.45454545454545453,0.7037037037037037,121.00456621004567,79.06976744186046,0.5998189225894069,0.56875,87.6,0,1,0.6,0.3225806451612903,0.09111617312072894,0.05694760820045558,0.11415525114155252,0.5375,0.5555555555555556,0.7894736842105263,7,0.5,7,2,1,8,2,0.2857142857142857,4,1,0,11,1,0.3333333333333333,11,4,0,4,4,0.4,11,0.7142857142857143,9,9,0,6,9,1.0,5,7,1,10,7,0.6666666666666666,11,7,0,4,7,0.6
320,2002-11-30,ATLANTA HAWKS,MIAMI HEAT,2003,16,15,ATLANTA HAWKS-2003-16,MIAMI HEAT-2003-15,1,0,1,0,105.70824524312896,56.666666666666664,0.52988554472234,0.42,94.6,0,1,0.6451612903225806,0.3023255813953488,0.06958250497017893,0.07952286282306163,0.15856236786469347,0.4,0.3,0.8409090909090909,93.43936381709742,52.77777777777778,0.4138781261007397,0.36893203883495146,100.6,0,1,0.6976744186046512,0.3548387096774194,0.09513742071881608,0.021141649048625793,0.09940357852882704,0.34951456310679613,0.23529411764705882,0.75,8,0.4666666666666667,8,6,0,8,6,0.7142857142857143,4,7,1,12,7,0.5454545454545454,12,5,0,4,5,0.36363636363636365,3,0.21428571428571427,8,1,1,7,1,0.16666666666666666,4,3,1,11,3,0.3,11,3,0,4,3,0.3
321,2002-12-01,ATLANTA HAWKS,ORLANDO MAGIC,2003,17,17,ATLANTA HAWKS-2003-17,ORLANDO MAGIC-2003-17,0,1,0,1,92.92929292929293,52.63157894736842,0.45275590551181105,0.42105263157894735,99.0,1,1,0.6511627906976745,0.35294117647058826,0.09414225941422595,0.041841004184100423,0.16161616161616163,0.4,0.2,0.8,122.38493723849373,52.17391304347826,0.5875853756528726,0.550561797752809,95.6,0,0,0.6470588235294118,0.3488372093023256,0.1111111111111111,0.050505050505050504,0.12552301255230125,0.5168539325842697,0.4,0.7916666666666666,8,0.5,8,2,1,9,2,0.25,5,1,0,12,1,0.25,13,5,0,4,5,0.4166666666666667,10,0.5625,8,6,0,9,6,0.7142857142857143,6,7,1,11,7,0.6,12,3,1,5,3,0.5
322,2002-12-04,ATLANTA HAWKS,NEW JERSEY NETS,2003,18,19,ATLANTA HAWKS-2003-18,NEW JERSEY NETS-2003-19,0,1,0,1,75.0,48.275862068965516,0.3956043956043956,0.3875,96.0,0,1,0.6530612244897959,0.37254901960784315,0.14462809917355374,0.10330578512396695,0.2604166666666667,0.3625,0.3076923076923077,0.4,89.87603305785125,37.5,0.4584738617200675,0.4036144578313253,96.8,0,1,0.6274509803921569,0.3469387755102041,0.11458333333333333,0.08333333333333333,0.2066115702479339,0.3855421686746988,0.3333333333333333,0.7407407407407407,8,0.47058823529411764,8,2,1,10,2,0.2222222222222222,5,7,1,13,7,0.5833333333333334,14,5,0,4,5,0.38461538461538464,12,0.6111111111111112,9,8,0,10,8,0.875,6,10,1,13,10,0.75,17,10,0,2,10,0.5625
323,2002-12-06,ATLANTA HAWKS,MILWAUKEE BUCKS,2003,19,18,ATLANTA HAWKS-2003-19,MILWAUKEE BUCKS-2003-18,1,0,1,0,114.48598130841123,69.23076923076923,0.5740393626991566,0.538961038961039,85.6,0,1,0.725,0.35135135135135137,0.1288056206088993,0.0702576112412178,0.1635514018691589,0.5064935064935064,0.29411764705882354,0.7894736842105263,93.67681498829039,54.83870967741935,0.4875670404680643,0.44666666666666666,85.4,0,1,0.6486486486486487,0.275,0.08177570093457945,0.058411214953271035,0.1756440281030445,0.41333333333333333,0.3125,0.8125,9,0.4444444444444444,9,7,0,10,7,0.75,5,8,1,14,8,0.5384615384615384,15,6,0,4,6,0.35714285714285715,8,0.47058823529411764,8,2,1,10,2,0.2222222222222222,4,6,1,14,6,0.46153846153846156,16,7,0,2,7,0.4666666666666667
324,2002-12-07,ATLANTA HAWKS,DETROIT PISTONS,2003,20,19,ATLANTA HAWKS-2003-20,DETROIT PISTONS-2003-19,1,0,1,0,116.33663366336636,61.76470588235294,0.5811078140454995,0.5144927536231884,80.8,1,0,0.7,0.3125,0.036057692307692304,0.06009615384615384,0.13613861386138615,0.4927536231884058,0.3333333333333333,0.8518518518518519,110.57692307692308,55.88235294117647,0.4939862542955326,0.45180722891566266,83.2,0,1,0.6875,0.3,0.06188118811881188,0.03712871287128713,0.07211538461538461,0.40963855421686746,0.4375,0.7391304347826086,10,0.47368421052631576,10,8,0,10,8,0.7777777777777778,6,2,0,14,2,0.2,15,4,1,5,4,0.75,12,0.6666666666666666,9,5,1,10,5,0.5555555555555556,5,9,1,14,9,0.6923076923076923,15,8,0,4,8,0.5714285714285714
325,2002-12-12,ATLANTA HAWKS,DETROIT PISTONS,2003,21,20,ATLANTA HAWKS-2003-21,DETROIT PISTONS-2003-20,0,1,0,1,90.09009009009009,40.0,0.509683995922528,0.45774647887323944,88.8,0,1,0.7755102040816326,0.28205128205128205,0.06880733944954129,0.06880733944954129,0.24774774774774774,0.4225352112676056,0.38461538461538464,0.8823529411764706,104.35779816513761,61.76470588235294,0.5094043887147336,0.4805194805194805,87.2,0,1,0.717948717948718,0.22448979591836735,0.15765765765765766,0.0900900900900901,0.1146788990825688,0.44155844155844154,0.375,0.6071428571428571,10,0.5,10,2,1,11,2,0.2,6,8,1,15,8,0.5714285714285714,16,6,0,5,6,0.4,13,0.631578947368421,10,8,0,10,8,0.7777777777777778,5,10,1,15,10,0.6428571428571429,16,9,0,4,9,0.5333333333333333
326,2002-12-13,ATLANTA HAWKS,MINNESOTA TIMBERWOLVES,2003,22,23,ATLANTA HAWKS-2003-22,MINNESOTA TIMBERWOLVES-2003-23,0,1,0,1,107.2234762979684,65.78947368421053,0.5210618692408951,0.49411764705882355,88.6,1,1,0.5365853658536586,0.3783783783783784,0.0556792873051225,0.0556792873051225,0.13544018058690746,0.4470588235294118,0.4444444444444444,0.7857142857142857,125.83518930957685,69.76744186046511,0.565678814577493,0.5284090909090909,89.8,0,1,0.6216216216216216,0.4634146341463415,0.033860045146726865,0.12415349887133184,0.111358574610245,0.48863636363636365,0.7777777777777778,0.7407407407407407,10,0.47619047619047616,10,2,1,12,2,0.18181818181818182,7,2,0,15,2,0.3333333333333333,17,6,0,5,6,0.375,13,0.5454545454545454,10,7,0,13,7,0.6666666666666666,6,10,1,17,10,0.5625,19,10,0,4,10,0.5
327,2002-12-15,ATLANTA HAWKS,PHOENIX SUNS,2003,23,23,ATLANTA HAWKS-2003-23,PHOENIX SUNS-2003-23,1,0,0,1,94.21841541755887,66.66666666666666,0.4875886524822695,0.4567901234567901,93.4,0,1,0.6956521739130435,0.26666666666666666,0.04201680672268907,0.052521008403361345,0.17130620985010706,0.4074074074074074,0.32,0.6666666666666666,107.14285714285714,65.85365853658537,0.5053507728894173,0.46236559139784944,95.2,1,1,0.7333333333333333,0.30434782608695654,0.07494646680942184,0.05353319057815845,0.09453781512605042,0.44086021505376344,0.3076923076923077,0.8888888888888888,10,0.45454545454545453,11,8,0,12,8,0.8,7,8,1,16,8,0.5333333333333333,18,6,0,5,6,0.35294117647058826,13,0.5454545454545454,12,4,1,11,4,0.3,5,1,0,18,1,0.0,16,6,0,7,6,0.3333333333333333
328,2002-12-18,ATLANTA HAWKS,WASHINGTON WIZARDS,2003,24,24,ATLANTA HAWKS-2003-24,WASHINGTON WIZARDS-2003-24,1,0,0,1,111.73814898419865,57.57575757575758,0.5627557980900408,0.4931506849315068,88.6,0,0,0.7352941176470589,0.275,0.09111617312072894,0.022779043280182234,0.14672686230248308,0.4520547945205479,0.3333333333333333,0.7941176470588235,124.14578587699316,52.5,0.633131970260223,0.5972222222222222,87.8,0,1,0.725,0.2647058823529412,0.06772009029345373,0.05643340857787811,0.1366742596810934,0.5555555555555556,0.5454545454545454,0.71875,10,0.43478260869565216,12,8,0,12,8,0.7272727272727273,7,8,1,17,8,0.5,18,4,1,6,4,0.8,11,0.43478260869565216,12,4,1,12,4,0.2727272727272727,9,5,1,15,5,0.2857142857142857,18,7,0,6,7,0.35294117647058826
329,2002-12-21,ATLANTA HAWKS,HOUSTON ROCKETS,2003,25,25,ATLANTA HAWKS-2003-25,HOUSTON ROCKETS-2003-25,0,1,0,1,94.03669724770643,61.111111111111114,0.43840889649272885,0.42777777777777776,87.2,0,1,0.8857142857142857,0.33962264150943394,0.03253796095444685,0.09761388286334056,0.13761467889908258,0.4,0.3125,0.625,109.54446854663773,66.66666666666666,0.560363959165557,0.50625,92.2,0,0,0.660377358490566,0.11428571428571428,0.0573394495412844,0.10321100917431192,0.07592190889370933,0.45,0.47368421052631576,0.8695652173913043,10,0.4166666666666667,12,2,1,13,2,0.16666666666666666,7,8,1,18,8,0.47058823529411764,19,6,0,6,6,0.3333333333333333,15,0.5833333333333334,12,10,0,13,10,0.8181818181818182,6,11,1,19,11,0.5555555555555556,20,4,1,5,4,0.75
