start_time,away_team,away_team_score,home_team,home_team_score
1999-02-08 05:00:00+00:00,PORTLAND TRAIL BLAZERS,95,VANCOUVER GRIZZLIES,76
1999-02-09 05:00:00+00:00,ATLANTA HAWKS,87,CHICAGO BULLS,71
1999-02-09 05:00:00+00:00,UTAH JAZZ,90,DALLAS MAVERICKS,79
1999-02-09 05:00:00+00:00,BOSTON CELTICS,108,MIAMI HEAT,101
1999-02-09 05:00:00+00:00,SAN ANTONIO SPURS,70,MINNESOTA TIMBERWOLVES,74
1999-02-09 05:00:00+00:00,DETROIT PISTONS,86,PHILADELPHIA 76ERS,90
1999-02-09 05:00:00+00:00,SACRAMENTO KINGS,112,PHOENIX SUNS,95
1999-02-09 05:00:00+00:00,GOLDEN STATE WARRIORS,71,SEATTLE SUPERSONICS,90
1999-02-09 05:00:00+00:00,MILWAUKEE BUCKS,91,TORONTO RAPTORS,77
1999-02-10 05:00:00+00:00,CLEVELAND CAVALIERS,87,CHARLOTTE HORNETS,77
1999-02-10 05:00:00+00:00,LOS ANGELES LAKERS,103,DENVER NUGGETS,98
1999-02-10 05:00:00+00:00,SEATTLE SUPERSONICS,89,GOLDEN STATE WARRIORS,82
1999-02-10 05:00:00+00:00,SACRAMENTO KINGS,82,HOUSTON ROCKETS,92
1999-02-10 05:00:00+00:00,ORLANDO MAGIC,89,NEW JERSEY NETS,81
1999-02-10 05:00:00+00:00,WASHINGTON WIZARDS,88,NEW YORK KNICKS,101
1999-02-10 05:00:00+00:00,INDIANA PACERS,92,PORTLAND TRAIL BLAZERS,100
1999-02-10 05:00:00+00:00,LOS ANGELES CLIPPERS,99,VANCOUVER GRIZZLIES,105
1999-02-11 05:00:00+00:00,CHARLOTTE HORNETS,88,ATLANTA HAWKS,100
1999-02-11 05:00:00+00:00,NEW YORK KNICKS,73,CHICAGO BULLS,68
1999-02-11 05:00:00+00:00,SAN ANTONIO SPURS,89,CLEVELAND CAVALIERS,99
1999-02-11 05:00:00+00:00,HOUSTON ROCKETS,105,DALLAS MAVERICKS,95
1999-02-11 05:00:00+00:00,ORLANDO MAGIC,87,DETROIT PISTONS,81
1999-02-11 05:00:00+00:00,TORONTO RAPTORS,84,MIAMI HEAT,102
1999-02-11 05:00:00+00:00,NEW JERSEY NETS,75,MILWAUKEE BUCKS,95
1999-02-11 05:00:00+00:00,LOS ANGELES LAKERS,75,MINNESOTA TIMBERWOLVES,86
1999-02-11 05:00:00+00:00,UTAH JAZZ,82,PHOENIX SUNS,74
1999-02-11 05:00:00+00:00,INDIANA PACERS,101,VANCOUVER GRIZZLIES,97
1999-02-12 05:00:00+00:00,DALLAS MAVERICKS,94,DENVER NUGGETS,100
1999-02-12 05:00:00+00:00,UTAH JAZZ,97,GOLDEN STATE WARRIORS,81
1999-02-12 05:00:00+00:00,SAN ANTONIO SPURS,98,PHILADELPHIA 76ERS,94
1999-02-13 05:00:00+00:00,LOS ANGELES CLIPPERS,104,PHOENIX SUNS,107
1999-02-13 05:00:00+00:00,DENVER NUGGETS,92,SEATTLE SUPERSONICS,105
1999-02-14 05:00:00+00:00,SAN ANTONIO SPURS,89,CHICAGO BULLS,76
1999-02-14 05:00:00+00:00,PORTLAND TRAIL BLAZERS,100,GOLDEN STATE WARRIORS,105
1999-02-14 05:00:00+00:00,MINNESOTA TIMBERWOLVES,95,LOS ANGELES CLIPPERS,73
1999-02-14 05:00:00+00:00,INDIANA PACERS,101,LOS ANGELES LAKERS,99
1999-02-14 05:00:00+00:00,MILWAUKEE BUCKS,82,ORLANDO MAGIC,85
1999-02-14 05:00:00+00:00,ATLANTA HAWKS,70,PHILADELPHIA 76ERS,78
1999-02-14 05:00:00+00:00,DALLAS MAVERICKS,92,VANCOUVER GRIZZLIES,96
1999-02-15 05:00:00+00:00,PHOENIX SUNS,115,DENVER NUGGETS,106
1999-02-15 05:00:00+00:00,MINNESOTA TIMBERWOLVES,99,GOLDEN STATE WARRIORS,101
1999-02-15 05:00:00+00:00,NEW JERSEY NETS,72,MIAMI HEAT,95
1999-02-15 05:00:00+00:00,DETROIT PISTONS,69,NEW YORK KNICKS,78
1999-02-15 05:00:00+00:00,DALLAS MAVERICKS,84,PORTLAND TRAIL BLAZERS,99
1999-02-15 05:00:00+00:00,SACRAMENTO KINGS,112,UTAH JAZZ,120
1999-02-16 05:00:00+00:00,ATLANTA HAWKS,83,CHICAGO BULLS,67
1999-02-16 05:00:00+00:00,ORLANDO MAGIC,78,CLEVELAND CAVALIERS,90
1999-02-16 05:00:00+00:00,PHOENIX SUNS,92,HOUSTON ROCKETS,109
1999-02-16 05:00:00+00:00,MIAMI HEAT,89,INDIANA PACERS,78
1999-02-16 05:00:00+00:00,VANCOUVER GRIZZLIES,93,LOS ANGELES CLIPPERS,89
1999-02-16 05:00:00+00:00,CHARLOTTE HORNETS,88,LOS ANGELES LAKERS,116
1999-02-16 05:00:00+00:00,DETROIT PISTONS,82,NEW JERSEY NETS,97
1999-02-16 05:00:00+00:00,TORONTO RAPTORS,85,NEW YORK KNICKS,95
1999-02-16 05:00:00+00:00,MILWAUKEE BUCKS,93,PHILADELPHIA 76ERS,92
1999-02-16 05:00:00+00:00,BOSTON CELTICS,98,SACRAMENTO KINGS,101
1999-02-16 05:00:00+00:00,UTAH JAZZ,56,SEATTLE SUPERSONICS,71
1999-02-17 05:00:00+00:00,MIAMI HEAT,91,DETROIT PISTONS,80
1999-02-17 05:00:00+00:00,CHARLOTTE HORNETS,87,GOLDEN STATE WARRIORS,96
1999-02-17 05:00:00+00:00,DALLAS MAVERICKS,88,LOS ANGELES LAKERS,101
1999-02-17 05:00:00+00:00,CHICAGO BULLS,83,MILWAUKEE BUCKS,91
1999-02-17 05:00:00+00:00,HOUSTON ROCKETS,102,MINNESOTA TIMBERWOLVES,116
1999-02-17 05:00:00+00:00,WASHINGTON WIZARDS,85,ORLANDO MAGIC,96
1999-02-17 05:00:00+00:00,DENVER NUGGETS,85,PORTLAND TRAIL BLAZERS,100
1999-02-17 05:00:00+00:00,PHOENIX SUNS,79,SAN ANTONIO SPURS,76
1999-02-17 05:00:00+00:00,SACRAMENTO KINGS,109,SEATTLE SUPERSONICS,106
1999-02-17 05:00:00+00:00,BOSTON CELTICS,131,VANCOUVER GRIZZLIES,129
1999-02-18 05:00:00+00:00,NEW YORK KNICKS,74,CLEVELAND CAVALIERS,98
1999-02-18 05:00:00+00:00,PHILADELPHIA 76ERS,95,INDIANA PACERS,99
1999-02-18 05:00:00+00:00,HOUSTON ROCKETS,93,NEW JERSEY NETS,92
1999-02-18 05:00:00+00:00,WASHINGTON WIZARDS,95,TORONTO RAPTORS,88
1999-02-18 05:00:00+00:00,DENVER NUGGETS,86,UTAH JAZZ,97
1999-02-19 05:00:00+00:00,ORLANDO MAGIC,99,ATLANTA HAWKS,94
1999-02-19 05:00:00+00:00,DALLAS MAVERICKS,79,GOLDEN STATE WARRIORS,84
1999-02-19 05:00:00+00:00,SAN ANTONIO SPURS,94,LOS ANGELES LAKERS,106
1999-02-19 05:00:00+00:00,VANCOUVER GRIZZLIES,96,MINNESOTA TIMBERWOLVES,115
1999-02-19 05:00:00+00:00,NEW YORK KNICKS,78,PHILADELPHIA 76ERS,67
1999-02-19 05:00:00+00:00,DETROIT PISTONS,101,PHOENIX SUNS,93
1999-02-19 05:00:00+00:00,BOSTON CELTICS,86,PORTLAND TRAIL BLAZERS,106
1999-02-19 05:00:00+00:00,CHARLOTTE HORNETS,95,SACRAMENTO KINGS,106
1999-02-19 05:00:00+00:00,MILWAUKEE BUCKS,82,TORONTO RAPTORS,90
1999-02-19 05:00:00+00:00,CHICAGO BULLS,91,WASHINGTON WIZARDS,93
1999-02-20 05:00:00+00:00,NEW JERSEY NETS,84,CLEVELAND CAVALIERS,89
1999-02-20 05:00:00+00:00,DALLAS MAVERICKS,105,LOS ANGELES CLIPPERS,90
1999-02-20 05:00:00+00:00,HOUSTON ROCKETS,71,MIAMI HEAT,81
1999-02-20 05:00:00+00:00,INDIANA PACERS,82,MILWAUKEE BUCKS,80
1999-02-20 05:00:00+00:00,ATLANTA HAWKS,76,PHILADELPHIA 76ERS,69
1999-02-20 05:00:00+00:00,GOLDEN STATE WARRIORS,84,PORTLAND TRAIL BLAZERS,90
1999-02-20 05:00:00+00:00,SEATTLE SUPERSONICS,80,UTAH JAZZ,110
1999-02-21 05:00:00+00:00,NEW JERSEY NETS,79,INDIANA PACERS,80
1999-02-21 05:00:00+00:00,SACRAMENTO KINGS,90,MINNESOTA TIMBERWOLVES,102
1999-02-21 05:00:00+00:00,CHICAGO BULLS,63,NEW YORK KNICKS,79
1999-02-21 05:00:00+00:00,HOUSTON ROCKETS,83,ORLANDO MAGIC,109
1999-02-21 05:00:00+00:00,DETROIT PISTONS,64,SAN ANTONIO SPURS,85
1999-02-21 05:00:00+00:00,LOS ANGELES LAKERS,89,SEATTLE SUPERSONICS,92
1999-02-21 05:00:00+00:00,VANCOUVER GRIZZLIES,87,TORONTO RAPTORS,102
1999-02-21 05:00:00+00:00,BOSTON CELTICS,75,WASHINGTON WIZARDS,86
1999-02-22 05:00:00+00:00,CHICAGO BULLS,77,ATLANTA HAWKS,68
1999-02-22 05:00:00+00:00,PHILADELPHIA 76ERS,106,CLEVELAND CAVALIERS,97
1999-02-22 05:00:00+00:00,LOS ANGELES LAKERS,113,DENVER NUGGETS,117
1999-02-22 05:00:00+00:00,SAN ANTONIO SPURS,89,MINNESOTA TIMBERWOLVES,95
1999-02-22 05:00:00+00:00,SACRAMENTO KINGS,96,ORLANDO MAGIC,107
1999-02-22 05:00:00+00:00,DALLAS MAVERICKS,83,PHOENIX SUNS,101
1999-02-22 05:00:00+00:00,LOS ANGELES CLIPPERS,89,UTAH JAZZ,104
1999-02-23 05:00:00+00:00,MILWAUKEE BUCKS,90,CHICAGO BULLS,88
1999-02-23 05:00:00+00:00,ATLANTA HAWKS,85,DALLAS MAVERICKS,89
1999-02-23 05:00:00+00:00,TORONTO RAPTORS,80,DETROIT PISTONS,106
1999-02-23 05:00:00+00:00,SEATTLE SUPERSONICS,86,HOUSTON ROCKETS,98
1999-02-23 05:00:00+00:00,GOLDEN STATE WARRIORS,94,LOS ANGELES CLIPPERS,89
1999-02-23 05:00:00+00:00,NEW JERSEY NETS,74,NEW YORK KNICKS,82
1999-02-23 05:00:00+00:00,LOS ANGELES LAKERS,83,VANCOUVER GRIZZLIES,93
1999-02-23 05:00:00+00:00,MIAMI HEAT,96,WASHINGTON WIZARDS,80
1999-02-24 05:00:00+00:00,ORLANDO MAGIC,79,BOSTON CELTICS,111
1999-02-24 05:00:00+00:00,MIAMI HEAT,91,CHARLOTTE HORNETS,83
1999-02-24 05:00:00+00:00,UTAH JAZZ,87,DENVER NUGGETS,97
1999-02-24 05:00:00+00:00,CLEVELAND CAVALIERS,73,DETROIT PISTONS,89
1999-02-24 05:00:00+00:00,TORONTO RAPTORS,84,INDIANA PACERS,104
1999-02-24 05:00:00+00:00,PORTLAND TRAIL BLAZERS,94,NEW JERSEY NETS,85
1999-02-24 05:00:00+00:00,SACRAMENTO KINGS,81,PHILADELPHIA 76ERS,94
1999-02-24 05:00:00+00:00,SEATTLE SUPERSONICS,81,SAN ANTONIO SPURS,99
1999-02-25 05:00:00+00:00,PHILADELPHIA 76ERS,98,CHICAGO BULLS,80
1999-02-25 05:00:00+00:00,INDIANA PACERS,81,CLEVELAND CAVALIERS,74
1999-02-25 05:00:00+00:00,DENVER NUGGETS,81,DALLAS MAVERICKS,90
1999-02-25 05:00:00+00:00,ATLANTA HAWKS,93,HOUSTON ROCKETS,87
1999-02-25 05:00:00+00:00,LOS ANGELES LAKERS,115,LOS ANGELES CLIPPERS,100
1999-02-25 05:00:00+00:00,MINNESOTA TIMBERWOLVES,113,NEW YORK KNICKS,115
1999-02-25 05:00:00+00:00,PHOENIX SUNS,94,VANCOUVER GRIZZLIES,86
1999-02-25 05:00:00+00:00,SACRAMENTO KINGS,115,WASHINGTON WIZARDS,105
1999-02-26 05:00:00+00:00,NEW YORK KNICKS,80,BOSTON CELTICS,94
1999-02-26 05:00:00+00:00,PORTLAND TRAIL BLAZERS,95,CHARLOTTE HORNETS,97
1999-02-26 05:00:00+00:00,MILWAUKEE BUCKS,95,DENVER NUGGETS,96
1999-02-26 05:00:00+00:00,MIAMI HEAT,93,DETROIT PISTONS,95
1999-02-26 05:00:00+00:00,PHOENIX SUNS,90,GOLDEN STATE WARRIORS,94
1999-02-26 05:00:00+00:00,LOS ANGELES CLIPPERS,83,LOS ANGELES LAKERS,99
1999-02-26 05:00:00+00:00,INDIANA PACERS,100,ORLANDO MAGIC,103
1999-02-26 05:00:00+00:00,SAN ANTONIO SPURS,82,SEATTLE SUPERSONICS,92
1999-02-26 05:00:00+00:00,MINNESOTA TIMBERWOLVES,92,TORONTO RAPTORS,102
1999-02-26 05:00:00+00:00,DALLAS MAVERICKS,65,UTAH JAZZ,80
1999-02-27 05:00:00+00:00,CHARLOTTE HORNETS,77,CHICAGO BULLS,94
1999-02-27 05:00:00+00:00,SACRAMENTO KINGS,90,DALLAS MAVERICKS,97
1999-02-27 05:00:00+00:00,ATLANTA HAWKS,103,LOS ANGELES CLIPPERS,74
1999-02-27 05:00:00+00:00,BOSTON CELTICS,101,NEW JERSEY NETS,92
1999-02-27 05:00:00+00:00,HOUSTON ROCKETS,86,VANCOUVER GRIZZLIES,74
1999-02-27 05:00:00+00:00,PORTLAND TRAIL BLAZERS,82,WASHINGTON WIZARDS,81
1999-02-28 05:00:00+00:00,VANCOUVER GRIZZLIES,112,DENVER NUGGETS,116
1999-02-28 05:00:00+00:00,NEW YORK KNICKS,68,DETROIT PISTONS,89
1999-02-28 05:00:00+00:00,HOUSTON ROCKETS,90,LOS ANGELES LAKERS,106
1999-02-28 05:00:00+00:00,ORLANDO MAGIC,78,MIAMI HEAT,84
1999-02-28 05:00:00+00:00,PHILADELPHIA 76ERS,87,MILWAUKEE BUCKS,76
1999-02-28 05:00:00+00:00,PORTLAND TRAIL BLAZERS,100,MINNESOTA TIMBERWOLVES,93
1999-02-28 05:00:00+00:00,GOLDEN STATE WARRIORS,89,PHOENIX SUNS,102
1999-02-28 05:00:00+00:00,UTAH JAZZ,101,SAN ANTONIO SPURS,87
1999-02-28 05:00:00+00:00,CHICAGO BULLS,90,TORONTO RAPTORS,88
1999-03-01 05:00:00+00:00,NEW JERSEY NETS,99,BOSTON CELTICS,97
1999-03-01 05:00:00+00:00,TORONTO RAPTORS,88,CHARLOTTE HORNETS,91
1999-03-01 05:00:00+00:00,CLEVELAND CAVALIERS,78,NEW YORK KNICKS,85
1999-03-01 05:00:00+00:00,ATLANTA HAWKS,67,ORLANDO MAGIC,70
1999-03-01 05:00:00+00:00,LOS ANGELES LAKERS,97,PHOENIX SUNS,91
1999-03-01 05:00:00+00:00,SEATTLE SUPERSONICS,105,SACRAMENTO KINGS,102
1999-03-01 05:00:00+00:00,PHILADELPHIA 76ERS,104,WASHINGTON WIZARDS,91
1999-03-02 05:00:00+00:00,WASHINGTON WIZARDS,97,ATLANTA HAWKS,77
1999-03-02 05:00:00+00:00,DETROIT PISTONS,108,CHICAGO BULLS,78
1999-03-02 05:00:00+00:00,BOSTON CELTICS,99,CLEVELAND CAVALIERS,116
1999-03-02 05:00:00+00:00,LOS ANGELES CLIPPERS,99,DALLAS MAVERICKS,112
1999-03-02 05:00:00+00:00,SAN ANTONIO SPURS,99,HOUSTON ROCKETS,82
1999-03-02 05:00:00+00:00,DENVER NUGGETS,81,INDIANA PACERS,88
1999-03-02 05:00:00+00:00,NEW YORK KNICKS,84,MIAMI HEAT,85
1999-03-02 05:00:00+00:00,GOLDEN STATE WARRIORS,78,MINNESOTA TIMBERWOLVES,89
1999-03-02 05:00:00+00:00,MILWAUKEE BUCKS,94,NEW JERSEY NETS,86
1999-03-02 05:00:00+00:00,UTAH JAZZ,100,PORTLAND TRAIL BLAZERS,102
1999-03-02 05:00:00+00:00,SACRAMENTO KINGS,111,VANCOUVER GRIZZLIES,101
1999-03-03 05:00:00+00:00,PHOENIX SUNS,95,LOS ANGELES LAKERS,101
1999-03-03 05:00:00+00:00,GOLDEN STATE WARRIORS,78,MILWAUKEE BUCKS,106
1999-03-03 05:00:00+00:00,CHARLOTTE HORNETS,76,ORLANDO MAGIC,93
1999-03-03 05:00:00+00:00,CHICAGO BULLS,86,PHILADELPHIA 76ERS,102
1999-03-03 05:00:00+00:00,PORTLAND TRAIL BLAZERS,97,SACRAMENTO KINGS,93
1999-03-03 05:00:00+00:00,VANCOUVER GRIZZLIES,86,UTAH JAZZ,109
1999-03-03 05:00:00+00:00,INDIANA PACERS,106,WASHINGTON WIZARDS,95
1999-03-04 05:00:00+00:00,TORONTO RAPTORS,86,ATLANTA HAWKS,77
1999-03-04 05:00:00+00:00,DETROIT PISTONS,99,CLEVELAND CAVALIERS,84
1999-03-04 05:00:00+00:00,SAN ANTONIO SPURS,95,DALLAS MAVERICKS,79
1999-03-04 05:00:00+00:00,LOS ANGELES CLIPPERS,77,HOUSTON ROCKETS,96
1999-03-04 05:00:00+00:00,DENVER NUGGETS,87,MIAMI HEAT,95
1999-03-04 05:00:00+00:00,CHARLOTTE HORNETS,96,NEW JERSEY NETS,82
1999-03-04 05:00:00+00:00,PHOENIX SUNS,101,SEATTLE SUPERSONICS,93
1999-03-04 05:00:00+00:00,MINNESOTA TIMBERWOLVES,102,VANCOUVER GRIZZLIES,93
1999-03-05 05:00:00+00:00,DENVER NUGGETS,94,BOSTON CELTICS,102
1999-03-05 05:00:00+00:00,GOLDEN STATE WARRIORS,102,INDIANA PACERS,83
1999-03-05 05:00:00+00:00,SEATTLE SUPERSONICS,100,LOS ANGELES LAKERS,103
1999-03-05 05:00:00+00:00,NEW YORK KNICKS,87,MILWAUKEE BUCKS,88
1999-03-05 05:00:00+00:00,MIAMI HEAT,89,PHILADELPHIA 76ERS,78
1999-03-05 05:00:00+00:00,MINNESOTA TIMBERWOLVES,85,PORTLAND TRAIL BLAZERS,97
1999-03-05 05:00:00+00:00,ORLANDO MAGIC,89,TORONTO RAPTORS,84
1999-03-05 05:00:00+00:00,DALLAS MAVERICKS,95,UTAH JAZZ,106
1999-03-05 05:00:00+00:00,CHARLOTTE HORNETS,85,WASHINGTON WIZARDS,86
1999-03-06 05:00:00+00:00,GOLDEN STATE WARRIORS,80,CLEVELAND CAVALIERS,97
1999-03-06 05:00:00+00:00,DETROIT PISTONS,82,ORLANDO MAGIC,87
1999-03-06 05:00:00+00:00,SACRAMENTO KINGS,111,PHOENIX SUNS,99
1999-03-06 05:00:00+00:00,LOS ANGELES CLIPPERS,85,SAN ANTONIO SPURS,114
1999-03-06 05:00:00+00:00,HOUSTON ROCKETS,107,VANCOUVER GRIZZLIES,92
1999-03-07 05:00:00+00:00,SAN ANTONIO SPURS,106,DENVER NUGGETS,96
1999-03-07 05:00:00+00:00,MIAMI HEAT,72,INDIANA PACERS,85
1999-03-07 05:00:00+00:00,NEW JERSEY NETS,86,NEW YORK KNICKS,97
1999-03-07 05:00:00+00:00,WASHINGTON WIZARDS,103,PHILADELPHIA 76ERS,95
1999-03-07 05:00:00+00:00,HOUSTON ROCKETS,71,PORTLAND TRAIL BLAZERS,111
1999-03-07 05:00:00+00:00,DALLAS MAVERICKS,89,SACRAMENTO KINGS,94
1999-03-07 05:00:00+00:00,MINNESOTA TIMBERWOLVES,88,SEATTLE SUPERSONICS,77
1999-03-07 05:00:00+00:00,BOSTON CELTICS,92,TORONTO RAPTORS,105
1999-03-07 05:00:00+00:00,LOS ANGELES LAKERS,97,UTAH JAZZ,89
1999-03-08 05:00:00+00:00,WASHINGTON WIZARDS,71,DETROIT PISTONS,75
1999-03-08 05:00:00+00:00,PHILADELPHIA 76ERS,89,MIAMI HEAT,91
1999-03-08 05:00:00+00:00,CHICAGO BULLS,76,MILWAUKEE BUCKS,81
1999-03-08 05:00:00+00:00,ATLANTA HAWKS,114,ORLANDO MAGIC,110
1999-03-08 05:00:00+00:00,PORTLAND TRAIL BLAZERS,92,VANCOUVER GRIZZLIES,73
1999-03-09 05:00:00+00:00,BOSTON CELTICS,87,CHARLOTTE HORNETS,105
1999-03-09 05:00:00+00:00,NEW JERSEY NETS,87,CHICAGO BULLS,103
1999-03-09 05:00:00+00:00,PHOENIX SUNS,103,DALLAS MAVERICKS,91
1999-03-09 05:00:00+00:00,VANCOUVER GRIZZLIES,82,GOLDEN STATE WARRIORS,92
1999-03-09 05:00:00+00:00,DENVER NUGGETS,75,HOUSTON ROCKETS,84
1999-03-09 05:00:00+00:00,LOS ANGELES LAKERS,103,LOS ANGELES CLIPPERS,99
1999-03-09 05:00:00+00:00,SEATTLE SUPERSONICS,84,MINNESOTA TIMBERWOLVES,85
1999-03-09 05:00:00+00:00,MILWAUKEE BUCKS,87,NEW YORK KNICKS,86
1999-03-09 05:00:00+00:00,SACRAMENTO KINGS,98,PORTLAND TRAIL BLAZERS,103
1999-03-09 05:00:00+00:00,CLEVELAND CAVALIERS,75,UTAH JAZZ,88
1999-03-10 05:00:00+00:00,NEW JERSEY NETS,82,INDIANA PACERS,93
1999-03-10 05:00:00+00:00,LOS ANGELES CLIPPERS,75,LOS ANGELES LAKERS,94
1999-03-10 05:00:00+00:00,ATLANTA HAWKS,78,MIAMI HEAT,88
1999-03-10 05:00:00+00:00,SEATTLE SUPERSONICS,97,MILWAUKEE BUCKS,101
1999-03-10 05:00:00+00:00,CHARLOTTE HORNETS,70,PHILADELPHIA 76ERS,85
1999-03-10 05:00:00+00:00,CLEVELAND CAVALIERS,86,PHOENIX SUNS,73
1999-03-10 05:00:00+00:00,ORLANDO MAGIC,79,SAN ANTONIO SPURS,81
1999-03-10 05:00:00+00:00,DETROIT PISTONS,87,WASHINGTON WIZARDS,97
1999-03-11 05:00:00+00:00,BOSTON CELTICS,85,ATLANTA HAWKS,99
1999-03-11 05:00:00+00:00,SEATTLE SUPERSONICS,92,CHICAGO BULLS,83
1999-03-11 05:00:00+00:00,ORLANDO MAGIC,76,DALLAS MAVERICKS,93
1999-03-11 05:00:00+00:00,MINNESOTA TIMBERWOLVES,82,GOLDEN STATE WARRIORS,89
1999-03-11 05:00:00+00:00,VANCOUVER GRIZZLIES,91,HOUSTON ROCKETS,102
1999-03-11 05:00:00+00:00,SACRAMENTO KINGS,92,LOS ANGELES CLIPPERS,106
1999-03-11 05:00:00+00:00,TORONTO RAPTORS,73,MIAMI HEAT,83
1999-03-11 05:00:00+00:00,WASHINGTON WIZARDS,86,NEW YORK KNICKS,98
1999-03-11 05:00:00+00:00,DENVER NUGGETS,89,UTAH JAZZ,94
1999-03-12 05:00:00+00:00,NEW YORK KNICKS,63,CHICAGO BULLS,76
1999-03-12 05:00:00+00:00,BOSTON CELTICS,83,DETROIT PISTONS,93
1999-03-12 05:00:00+00:00,MILWAUKEE BUCKS,104,INDIANA PACERS,109
1999-03-12 05:00:00+00:00,GOLDEN STATE WARRIORS,78,LOS ANGELES LAKERS,89
1999-03-12 05:00:00+00:00,NEW JERSEY NETS,93,PHILADELPHIA 76ERS,100
1999-03-12 05:00:00+00:00,SAN ANTONIO SPURS,99,PHOENIX SUNS,97
1999-03-12 05:00:00+00:00,UTAH JAZZ,91,PORTLAND TRAIL BLAZERS,77
1999-03-12 05:00:00+00:00,MINNESOTA TIMBERWOLVES,101,SACRAMENTO KINGS,95
1999-03-12 05:00:00+00:00,CHARLOTTE HORNETS,92,WASHINGTON WIZARDS,83
1999-03-13 05:00:00+00:00,TORONTO RAPTORS,75,ATLANTA HAWKS,86
1999-03-13 05:00:00+00:00,VANCOUVER GRIZZLIES,74,DALLAS MAVERICKS,91
1999-03-13 05:00:00+00:00,ORLANDO MAGIC,87,GOLDEN STATE WARRIORS,74
1999-03-13 05:00:00+00:00,CLEVELAND CAVALIERS,89,HOUSTON ROCKETS,100
1999-03-13 05:00:00+00:00,PORTLAND TRAIL BLAZERS,106,LOS ANGELES CLIPPERS,96
1999-03-13 05:00:00+00:00,DENVER NUGGETS,61,SAN ANTONIO SPURS,92
1999-03-13 05:00:00+00:00,MINNESOTA TIMBERWOLVES,72,UTAH JAZZ,99
1999-03-14 05:00:00+00:00,ATLANTA HAWKS,85,DETROIT PISTONS,72
1999-03-14 05:00:00+00:00,BOSTON CELTICS,96,INDIANA PACERS,99
1999-03-14 05:00:00+00:00,NEW JERSEY NETS,76,MIAMI HEAT,102
1999-03-14 05:00:00+00:00,CHARLOTTE HORNETS,86,NEW YORK KNICKS,94
